Component_ID,Teststation_ID,Feature1,Feature2,Date,Time,Category,Product_Type,Error_Message
451,1,1.2,50,2020-12-17,00:02:59,Yellow,PT2,Ok
710,1,1.3,52,2020-12-18,00:03:51,Green,PT1,Ok
251,1,1.2,53,2020-12-13,00:01:36,Blue,PT2,43455399
204,1,1.2,53,2021-01-24,00:03:19,Red,PT1,TemperatureTooLow
675,1,1.2,57,2021-01-01,00:03:11,Red,PT1,Ok
61,1,1.2,57,2020-12-14,00:01:01,Red,PT2,Ok
653,1,1.2,59,2020-12-29,00:01:57,Yellow,PT2,Ok
1000,1,1.2,50,2021-01-02,00:01:48,Green,PT2,Ok
19,1,1.3,50,2020-12-22,00:03:28,Blue,PT1,Ok
704,1,1.3,58,2020-12-27,00:02:35,Green,PT2,Ok
127,1,1.3,51,2020-12-04,00:01:48,Blue,PT1,Ok
861,1,1.3,53,2020-12-06,00:03:26,Blue,PT1,Ok
680,1,1.3,56,2021-01-28,00:03:12,Red,PT1,Ok
486,1,1.2,57,2021-01-17,00:03:46,Blue,PT1,TemperatureTooLow
483,1,1.2,57,2021-01-30,00:02:10,Yellow,PT2,Ok
986,1,1.3,51,2020-12-06,00:03:15,Yellow,PT1,Ok
869,1,1.3,55,2020-12-06,00:03:15,Yellow,PT2,Ok
876,1,1.3,57,2020-12-12,00:01:00,Red,PT2,Ok
493,1,1.3,50,2021-01-12,00:03:31,Red,PT2,Ok
546,1,1.2,55,2021-01-21,00:03:27,Green,PT1,Ok
479,1,1.2,56,2020-12-30,00:03:25,Yellow,PT1,Ok
33,1,1.3,50,2020-12-30,00:01:47,Green,PT2,TemperatureTooLow
816,1,1.2,50,2021-01-13,00:03:09,Yellow,PT1,Ok
312,1,1.2,51,2021-01-26,00:01:46,Green,PT1,Ok
20,1,1.3,57,2020-12-28,00:01:15,Red,PT1,Ok
877,1,1.3,57,2020-12-03,00:01:50,Yellow,PT1,TemperatureTooHigh
358,1,1.2,56,2020-12-19,00:03:22,Red,PT1,TemperatureTooHigh
471,1,1.3,54,2021-01-30,00:02:51,Yellow,PT2,Ok
905,1,1.3,53,2020-12-29,00:01:51,Green,PT1,Ok
265,1,1.2,58,2021-01-30,00:02:17,Green,PT1,Ok
797,1,1.2,53,2021-01-03,00:03:31,Red,PT1,
511,1,1.3,51,2020-12-16,00:01:59,Yellow,PT1,Ok
947,1,1.2,52,2020-12-08,00:01:09,Red,PT2,Ok
240,1,1.2,53,2021-01-20,00:01:46,Red,PT1,Ok
948,1,1.2,54,2020-12-30,00:02:07,Blue,PT2,Ok
703,1,1.2,53,2021-01-15,00:02:37,Green,PT1,Ok
425,1,1.2,59,2021-01-18,00:03:42,Green,PT2,Ok
353,1,1.2,56,2021-01-23,00:02:19,Blue,PT1,Ok
419,1,1.2,56,2021-01-11,00:02:29,Blue,PT1,Ok
629,1,1.3,50,2020-12-29,00:03:37,Red,PT1,Ok
765,1,1.2,53,2020-12-01,00:02:19,Red,PT1,Ok
614,1,1.2,52,2021-01-06,00:02:31,Blue,PT2,Ok
774,1,1.3,53,2021-01-27,00:02:26,Blue,PT2,Ok
474,1,1.3,52,2021-01-20,00:01:49,Yellow,PT2,Ok
688,1,1.2,52,2021-01-20,00:03:56,Green,PT1,
264,1,1.3,54,2020-12-26,00:02:12,Yellow,PT1,Ok
881,1,1.3,51,2020-12-02,00:01:40,Yellow,PT2,Ok
371,1,1.3,57,2021-01-17,00:01:47,Red,PT2,Ok
92,1,1.3,52,2021-01-11,00:03:02,Blue,PT1,Ok
630,1,1.3,56,2020-12-12,00:03:38,Green,PT1,Ok
964,1,1.3,54,2020-12-16,00:01:31,Yellow,PT1,Ok
331,1,1.2,51,2020-12-19,00:03:29,Red,PT1,Ok
619,1,1.3,54,2021-01-22,00:03:58,Green,PT1,Ok
63,1,1.3,58,2021-01-18,00:02:16,Red,PT2,Ok
792,1,1.2,54,2020-12-22,00:03:01,Blue,PT1,Ok
47,1,1.3,52,2020-12-28,00:03:51,Green,PT1,TemperatureTooLow
395,1,1.2,56,2020-12-15,00:01:51,Yellow,PT1,Ok
11,1,1.2,57,2021-01-07,00:02:56,Green,PT1,Ok
75,1,1.2,59,2020-12-28,00:02:09,Blue,PT1,Ok
602,1,1.2,54,2021-01-01,00:01:01,Yellow,PT1,TemperatureTooLow
165,1,1.2,55,2021-01-08,00:02:44,Green,PT2,Ok
910,1,1.3,53,2021-01-23,00:02:26,Yellow,PT2,57009793
573,1,1.2,50,2020-12-07,00:01:36,Yellow,PT1,Ok
293,1,1.2,59,2021-01-08,00:02:25,Yellow,PT2,Ok
563,1,1.2,50,2020-12-31,00:01:16,Blue,PT2,Ok
126,1,1.2,55,2021-01-08,00:01:55,Blue,PT1,Ok
736,1,1.2,58,2020-12-12,00:02:38,Yellow,PT1,Ok
272,1,1.2,51,2020-12-04,00:02:54,Green,PT1,Ok
216,1,1.2,59,2020-12-12,00:01:40,Green,PT1,Ok
39,1,1.2,51,2021-01-08,00:02:11,Yellow,PT2,TemperatureTooHigh
16,1,1.3,55,2020-12-01,00:01:18,Red,PT2,Ok
723,1,1.2,53,2021-01-08,00:02:19,Green,PT1,Ok
922,1,1.3,58,2021-01-22,00:03:34,Yellow,PT1,Ok
427,1,1.2,51,2020-12-30,00:03:31,Red,PT1,
553,1,1.2,56,2021-01-08,00:03:33,Green,PT1,TemperatureTooHigh
647,1,1.3,52,2021-01-01,00:03:36,Yellow,PT1,Ok
422,1,1.3,56,2020-12-03,00:03:42,Yellow,PT1,Ok
517,1,1.2,57,2021-01-03,00:03:59,Yellow,PT1,
23,1,1.2,55,2020-12-18,00:03:59,Green,PT2,Ok
49,1,1.2,57,2020-12-12,00:02:38,Blue,PT1,Ok
992,1,1.2,52,2021-01-11,00:03:43,Green,PT1,Ok
173,1,1.3,50,2020-12-22,00:03:00,Blue,PT2,Ok
503,1,1.3,56,2021-01-03,00:01:18,Red,PT2,Ok
830,1,1.2,52,2020-12-03,00:03:56,Blue,PT1,Ok
485,1,1.3,59,2021-01-18,00:01:18,Yellow,PT1,Ok
215,1,1.2,57,2021-01-10,00:01:45,Red,PT2,Ok
478,1,1.2,53,2021-01-16,00:02:36,Blue,PT2,TemperatureTooHigh
378,1,1.3,51,2021-01-21,00:03:24,Yellow,PT1,Ok
366,1,1.3,51,2021-01-27,00:02:12,Blue,PT1,Ok
437,1,1.3,52,2020-12-22,00:03:21,Yellow,PT1,Ok
203,1,1.3,51,2021-01-04,00:03:35,Red,PT1,TemperatureTooLow
661,1,1.3,52,2021-01-20,00:01:16,Blue,PT2,
801,1,1.3,54,2020-12-31,00:02:46,Yellow,PT2,Ok
915,1,1.3,52,2020-12-23,00:03:32,Yellow,PT2,Ok
778,1,1.3,52,2020-12-08,00:02:42,Blue,PT1,Ok
646,1,1.2,53,2021-01-20,00:02:46,Green,PT1,Ok
171,1,1.3,52,2021-01-04,00:01:29,Blue,PT1,TemperatureTooHigh
740,1,1.2,59,2021-01-23,00:01:22,Green,PT2,Ok
410,1,1.2,58,2021-01-19,00:03:47,Yellow,PT1,
569,1,1.3,58,2020-12-20,00:03:30,Yellow,PT2,Ok
892,1,1.2,57,2020-12-03,00:03:14,Blue,PT1,Ok
564,1,1.2,58,2021-01-01,00:03:42,Yellow,PT2,
635,1,1.3,59,2021-01-30,00:01:03,Blue,PT1,
956,1,1.2,50,2020-12-28,00:03:24,Red,PT1,Ok
554,1,1.2,58,2021-01-21,00:03:41,Blue,PT2,Ok
642,1,1.2,58,2020-12-21,00:02:33,Blue,PT2,Ok
949,1,1.2,59,2020-12-13,00:03:22,Blue,PT2,Ok
967,1,1.2,58,2020-12-10,00:02:47,Green,PT1,Ok
686,1,1.2,52,2021-01-15,00:03:26,Yellow,PT1,Ok
699,1,1.3,50,2021-01-01,00:02:40,Red,PT1,Ok
29,1,1.2,57,2021-01-06,00:02:09,Red,PT2,Ok
657,1,1.2,57,2021-01-15,00:02:10,Green,PT2,Ok
394,1,1.2,58,2020-12-05,00:03:37,Red,PT1,Ok
458,1,1.2,55,2020-12-29,00:03:20,Yellow,PT1,Ok
557,1,1.3,57,2021-01-25,00:01:46,Green,PT1,Ok
718,1,1.2,51,2021-01-30,00:03:38,Red,PT1,Ok
551,1,1.2,53,2020-12-02,00:01:04,Yellow,PT2,Ok
784,1,1.2,56,2021-01-13,00:03:44,Green,PT2,TemperatureTooHigh
833,1,1.3,57,2020-12-30,00:02:14,Red,PT1,TemperatureTooHigh
8,1,1.2,56,2020-12-14,00:02:54,Blue,PT1,Ok
76,1,1.3,59,2021-01-24,00:01:58,Green,PT1,Ok
164,1,1.2,51,2021-01-22,00:02:45,Red,PT1,Ok
594,1,1.2,54,2021-01-07,00:01:36,Red,PT1,Ok
634,1,1.3,55,2021-01-22,00:01:20,Red,PT1,Ok
670,1,1.2,57,2020-12-17,00:03:47,Red,PT2,Ok
172,1,1.2,52,2020-12-03,00:03:04,Red,PT2,Ok
928,1,1.3,52,2021-01-04,00:01:24,Green,PT1,Ok
625,1,1.2,58,2021-01-12,00:01:34,Red,PT1,Ok
622,1,1.3,55,2020-12-29,00:02:23,Green,PT1,Ok
102,1,1.3,50,2020-12-29,00:02:37,Yellow,PT1,Ok
799,1,1.3,57,2021-01-06,00:03:45,Blue,PT2,Ok
968,1,1.2,51,2020-12-12,00:03:14,Green,PT2,Ok
730,1,1.2,59,2020-12-22,00:03:48,Yellow,PT2,Ok
111,1,1.3,52,2021-01-07,00:01:00,Yellow,PT2,Ok
537,1,1.2,51,2020-12-08,00:03:10,Green,PT2,Ok
430,1,1.2,54,2020-12-14,00:02:29,Yellow,PT2,Ok
566,1,1.2,59,2021-01-15,00:02:06,Yellow,PT1,Ok
891,1,1.3,50,2021-01-30,00:03:09,Yellow,PT2,Ok
382,1,1.2,54,2021-01-25,00:02:52,Yellow,PT1,Ok
989,1,1.2,51,2021-01-22,00:02:46,Red,PT2,Ok
355,1,1.3,58,2020-12-31,00:01:18,Green,PT2,Ok
230,1,1.2,59,2021-01-01,00:03:51,Red,PT2,Ok
882,1,1.2,53,2021-01-12,00:01:11,Yellow,PT1,TemperatureTooLow
888,1,1.3,51,2020-12-25,00:03:02,Blue,PT2,Ok
367,1,1.3,56,2021-01-19,00:01:02,Yellow,PT2,Ok
802,1,1.3,59,2020-12-25,00:01:03,Blue,PT1,Ok
345,1,1.2,54,2021-01-02,00:02:03,Blue,PT1,TemperatureTooLow
455,1,1.2,50,2020-12-11,00:01:39,Blue,PT1,TemperatureTooHigh
559,1,1.2,59,2020-12-21,00:01:07,Blue,PT1,Ok
42,1,1.2,58,2020-12-18,00:02:42,Red,PT2,Ok
513,1,1.2,56,2020-12-02,00:01:45,Blue,PT2,
392,1,1.3,51,2020-12-07,00:02:03,Green,PT1,Ok
41,1,1.2,59,2021-01-28,00:03:42,Red,PT2,TemperatureTooHigh
302,1,1.3,55,2021-01-29,00:01:35,Green,PT1,Ok
365,1,1.3,58,2020-12-18,00:03:58,Blue,PT1,TemperatureTooLow
431,1,1.2,58,2020-12-23,00:01:04,Red,PT1,Ok
933,1,1.3,59,2020-12-02,00:03:34,Blue,PT1,Ok
125,1,1.2,57,2020-12-16,00:02:11,Blue,PT1,Ok
233,1,1.3,51,2021-01-21,00:01:05,Green,PT1,Ok
69,1,1.3,59,2020-12-14,00:03:57,Blue,PT1,
598,1,1.3,58,2020-12-19,00:01:30,Red,PT2,TemperatureTooHigh
609,1,1.2,50,2020-12-15,00:01:47,Blue,PT1,TemperatureTooHigh
722,1,1.3,53,2020-12-03,00:02:13,Blue,PT2,Ok
826,1,1.2,58,2020-12-11,00:01:37,Green,PT2,Ok
846,1,1.2,58,2020-12-30,00:03:22,Green,PT2,Ok
450,1,1.2,54,2020-12-24,00:03:11,Red,PT1,
328,1,1.2,57,2021-01-05,00:02:57,Green,PT2,Ok
907,1,1.3,52,2021-01-02,00:02:04,Yellow,PT2,Ok
522,1,1.2,54,2020-12-09,00:03:32,Green,PT1,Ok
205,1,1.3,57,2020-12-03,00:01:04,Yellow,PT1,Ok
128,1,1.2,52,2020-12-24,00:03:31,Green,PT1,Ok
732,1,1.2,57,2020-12-04,00:01:39,Yellow,PT1,Ok
885,1,1.2,50,2020-12-23,00:01:44,Yellow,PT2,Ok
404,1,1.3,58,2020-12-06,00:03:07,Blue,PT2,Ok
361,1,1.3,59,2021-01-15,00:01:27,Red,PT2,Ok
310,1,1.3,58,2021-01-13,00:03:17,Yellow,PT2,Ok
983,1,1.2,55,2021-01-09,00:02:33,Green,PT1,Ok
375,1,1.3,53,2020-12-05,00:03:45,Green,PT1,Ok
769,1,1.3,54,2021-01-19,00:02:17,Blue,PT2,Ok
108,1,1.3,50,2020-12-19,00:01:26,Yellow,PT1,Ok
544,1,1.2,50,2020-12-12,00:02:40,Yellow,PT1,Ok
229,1,1.2,59,2021-01-21,00:03:18,Yellow,PT1,Ok
894,1,1.3,52,2020-12-03,00:03:23,Yellow,PT2,TemperatureTooHigh
552,1,1.2,57,2021-01-21,00:03:44,Green,PT2,Ok
571,1,1.2,50,2020-12-24,00:03:04,Blue,PT2,Ok
211,1,1.2,52,2021-01-02,00:02:50,Green,PT1,Ok
197,1,1.2,53,2020-12-13,00:02:04,Blue,PT1,Ok
930,1,1.3,56,2021-01-13,00:02:13,Yellow,PT1,TemperatureTooHigh
895,1,1.2,52,2021-01-02,00:01:38,Green,PT1,Ok
912,1,1.3,58,2021-01-16,00:03:36,Red,PT1,TemperatureTooLow
351,1,1.2,55,2021-01-06,00:02:55,Blue,PT1,Ok
109,1,1.3,58,2020-12-27,00:01:51,Blue,PT1,Ok
717,1,1.2,51,2021-01-25,00:02:21,Red,PT2,Ok
434,1,1.2,51,2020-12-11,00:01:57,Yellow,PT2,
506,1,1.2,57,2020-12-16,00:02:30,Yellow,PT2,Ok
349,1,1.3,59,2021-01-20,00:02:04,Yellow,PT2,Ok
531,1,1.2,58,2021-01-26,00:02:31,Yellow,PT2,Ok
650,1,1.2,57,2020-12-16,00:03:36,Green,PT1,Ok
135,1,1.2,59,2020-12-04,00:02:29,Blue,PT2,TemperatureTooHigh
114,1,1.2,56,2021-01-23,00:03:53,Red,PT2,TemperatureTooHigh
978,1,1.3,56,2021-01-27,00:03:46,Green,PT2,Ok
767,1,1.2,59,2021-01-15,00:02:12,Red,PT1,Ok
301,1,1.3,55,2020-12-19,00:02:15,Green,PT2,
169,1,1.3,53,2020-12-06,00:03:20,Green,PT2,Ok
878,1,1.3,52,2021-01-03,00:02:59,Green,PT2,Ok
481,1,1.3,57,2020-12-13,00:02:05,Blue,PT2,Ok
17,1,1.2,51,2021-01-13,00:01:17,Green,PT1,Ok
499,1,1.3,56,2021-01-19,00:01:35,Blue,PT1,Ok
814,1,1.2,52,2020-12-05,00:02:15,Green,PT1,Ok
693,1,1.2,50,2021-01-16,00:02:52,Green,PT1,Ok
748,1,1.2,55,2020-12-18,00:01:14,Blue,PT2,Ok
811,1,1.2,54,2020-12-20,00:01:33,Blue,PT1,Ok
262,1,1.3,57,2021-01-12,00:01:49,Green,PT2,TemperatureTooHigh
467,1,1.3,59,2021-01-26,00:02:42,Green,PT2,Ok
196,1,1.3,54,2021-01-16,00:02:53,Blue,PT2,TemperatureTooHigh
68,1,1.3,59,2021-01-13,00:02:48,Green,PT1,Ok
452,1,1.2,56,2020-12-17,00:01:14,Yellow,PT2,Ok
316,1,1.2,59,2021-01-03,00:03:01,Green,PT1,39026044
379,1,1.3,54,2021-01-10,00:03:30,Blue,PT2,Ok
834,1,1.3,59,2021-01-16,00:01:26,Yellow,PT1,Ok
28,1,1.2,55,2020-12-16,00:03:01,Red,PT2,Ok
976,1,1.3,51,2021-01-30,00:01:52,Blue,PT2,Ok
766,1,1.3,53,2020-12-22,00:03:43,Yellow,PT1,Ok
711,1,1.3,54,2021-01-13,00:01:54,Blue,PT1,Ok
402,1,1.2,54,2021-01-20,00:03:00,Blue,PT2,TemperatureTooLow
936,1,1.2,58,2020-12-08,00:01:24,Red,PT1,Ok
51,1,1.2,55,2021-01-02,00:01:06,Red,PT1,Ok
191,1,1.3,57,2020-12-10,00:03:22,Blue,PT2,Ok
677,1,1.3,57,2020-12-08,00:03:09,Green,PT2,Ok
993,1,1.2,57,2021-01-24,00:01:43,Blue,PT2,Ok
183,1,1.3,56,2020-12-16,00:01:45,Red,PT2,Ok
587,1,1.3,56,2020-12-14,00:02:59,Blue,PT1,Ok
835,1,1.2,50,2020-12-29,00:03:41,Green,PT2,TemperatureTooHigh
684,1,1.2,51,2020-12-25,00:01:40,Green,PT1,
998,1,1.2,51,2021-01-17,00:01:55,Green,PT2,78173623
156,1,1.2,56,2021-01-20,00:01:53,Yellow,PT1,Ok
800,1,1.2,59,2021-01-31,00:02:56,Blue,PT1,Ok
60,1,1.2,51,2021-01-17,00:03:53,Green,PT2,Ok
589,1,1.3,56,2021-01-07,00:03:01,Yellow,PT1,Ok
323,1,1.2,51,2020-12-06,00:02:34,Green,PT2,Ok
159,1,1.2,52,2020-12-01,00:02:42,Green,PT1,Ok
498,1,1.3,59,2020-12-15,00:03:41,Green,PT1,Ok
447,1,1.3,56,2021-01-16,00:03:15,Yellow,PT2,Ok
921,1,1.3,53,2021-01-06,00:03:36,Blue,PT1,Ok
582,1,1.2,57,2021-01-13,00:02:03,Blue,PT2,TemperatureTooLow
444,1,1.3,54,2020-12-17,00:02:10,Green,PT1,Ok
123,1,1.3,58,2020-12-08,00:02:13,Yellow,PT1,Ok
977,1,1.2,50,2020-12-27,00:01:56,Yellow,PT2,Ok
56,1,1.3,57,2021-01-28,00:01:00,Blue,PT1,Ok
418,1,1.3,51,2020-12-12,00:01:56,Green,PT1,
870,1,1.2,52,2020-12-23,00:01:20,Green,PT2,TemperatureTooLow
729,1,1.3,59,2021-01-13,00:02:00,Green,PT1,Ok
908,1,1.2,52,2020-12-16,00:01:00,Red,PT2,Ok
80,1,1.2,57,2020-12-30,00:01:10,Red,PT2,Ok
841,1,1.2,54,2021-01-15,00:01:48,Red,PT1,Ok
420,1,1.2,56,2021-01-18,00:01:08,Red,PT1,Ok
610,1,1.3,54,2021-01-02,00:01:46,Red,PT1,Ok
110,1,1.2,59,2021-01-14,00:03:42,Yellow,PT1,TemperatureTooHigh
842,1,1.3,55,2021-01-29,00:02:06,Green,PT2,Ok
856,1,1.2,59,2020-12-29,00:03:19,Yellow,PT2,Ok
137,1,1.3,59,2021-01-07,00:02:02,Yellow,PT1,Ok
606,1,1.2,52,2020-12-22,00:02:46,Blue,PT1,Ok
326,1,1.3,58,2020-12-30,00:03:29,Blue,PT2,
776,1,1.3,52,2020-12-18,00:01:23,Red,PT1,Ok
666,1,1.2,58,2020-12-23,00:02:06,Yellow,PT1,Ok
21,1,1.3,58,2021-01-19,00:03:01,Red,PT2,Ok
246,1,1.3,52,2020-12-09,00:02:26,Yellow,PT2,
848,1,1.2,50,2020-12-11,00:01:13,Red,PT1,Ok
809,1,1.3,52,2021-01-09,00:02:20,Blue,PT1,Ok
663,1,1.2,58,2020-12-19,00:01:58,Yellow,PT2,Ok
961,1,1.3,55,2021-01-01,00:01:18,Yellow,PT2,TemperatureTooHigh
433,1,1.2,58,2021-01-02,00:01:58,Red,PT1,TemperatureTooLow
255,1,1.2,56,2020-12-17,00:02:56,Yellow,PT2,Ok
306,1,1.3,50,2020-12-15,00:02:49,Red,PT2,Ok
605,1,1.2,58,2020-12-23,00:02:39,Red,PT1,Ok
352,1,1.2,58,2021-01-16,00:01:16,Red,PT1,Ok
132,1,1.3,58,2020-12-29,00:02:21,Red,PT2,Ok
621,1,1.2,52,2020-12-08,00:03:18,Yellow,PT1,Ok
252,1,1.2,50,2021-01-20,00:02:08,Yellow,PT2,Ok
746,1,1.2,50,2021-01-30,00:03:44,Green,PT1,Ok
296,1,1.3,55,2020-12-27,00:01:04,Blue,PT1,Ok
475,1,1.2,51,2020-12-15,00:02:21,Blue,PT2,Ok
791,1,1.3,57,2021-01-02,00:01:50,Yellow,PT2,Ok
862,1,1.3,57,2020-12-15,00:02:16,Yellow,PT1,Ok
279,1,1.3,50,2021-01-31,00:03:17,Yellow,PT2,Ok
258,1,1.2,56,2020-12-23,00:01:10,Yellow,PT1,Ok
725,1,1.2,59,2021-01-20,00:01:55,Red,PT1,Ok
705,1,1.2,59,2020-12-11,00:01:46,Green,PT2,Ok
741,1,1.2,56,2021-01-20,00:03:05,Red,PT2,Ok
979,1,1.2,56,2021-01-23,00:03:19,Red,PT1,Ok
377,1,1.2,58,2020-12-05,00:02:43,Green,PT2,Ok
259,1,1.2,55,2021-01-01,00:03:19,Yellow,PT1,Ok
658,1,1.3,53,2021-01-08,00:02:11,Blue,PT1,Ok
341,1,1.2,57,2021-01-23,00:02:42,Red,PT2,Ok
779,1,1.3,56,2021-01-10,00:02:44,Red,PT2,
