Component_ID,Teststation_ID,Date,Time,Product_Type,Error_Message
11,3,2021-03-23,00:02:51,PT2,TemperatureTooLow
938,3,2021-03-08,00:03:46,PT1,Ok
855,3,2021-03-29,00:01:19,PT2,Ok
994,3,2021-03-22,00:02:31,PT2,TemperatureTooHigh
471,3,2021-03-13,00:03:04,PT1,Ok
77,3,2021-03-09,00:02:58,PT2,
344,3,2021-03-26,00:01:21,PT2,Ok
992,3,2021-03-04,00:01:16,PT2,TemperatureTooLow
104,3,2021-03-26,00:01:53,PT1,TemperatureTooLow
274,3,2021-03-04,00:01:57,PT2,Ok
486,3,2021-03-02,00:01:47,PT2,Ok
767,3,2021-03-10,00:02:25,PT1,TemperatureTooLow
269,3,2021-03-04,00:02:33,PT1,53380869
250,3,2021-03-29,00:02:32,PT1,Ok
92,3,2021-03-30,00:02:51,PT2,Ok
714,3,2021-03-13,00:03:30,PT1,Ok
356,3,2021-03-07,00:01:45,PT2,TemperatureTooHigh
147,3,2021-03-29,00:01:49,PT2,68179422
557,3,2021-03-10,00:01:32,PT2,Ok
590,3,2021-03-01,00:02:42,PT2,Ok
427,3,2021-03-30,00:02:08,PT2,Ok
548,3,2021-03-05,00:01:36,PT2,Ok
466,3,2021-03-12,00:02:26,PT1,Ok
996,3,2021-03-11,00:03:30,PT1,Ok
607,3,2021-03-31,00:02:01,PT2,Ok
231,3,2021-03-01,00:03:29,PT1,Ok
431,3,2021-03-22,00:03:52,PT1,Ok
392,3,2021-03-25,00:01:57,PT1,Ok
12,3,2021-03-21,00:02:59,PT1,55700482
901,3,2021-03-02,00:01:26,PT2,Ok
608,3,2021-03-24,00:01:38,PT1,Ok
813,3,2021-03-02,00:03:29,PT2,Ok
4,3,2021-03-26,00:01:52,PT2,Ok
180,3,2021-03-04,00:01:33,PT2,Ok
652,3,2021-03-05,00:03:41,PT2,TemperatureTooHigh
814,3,2021-03-01,00:03:31,PT1,Ok
934,3,2021-03-13,00:02:52,PT1,Ok
196,3,2021-03-05,00:02:12,PT1,TemperatureTooLow
116,3,2021-03-05,00:03:39,PT2,TemperatureTooHigh
33,3,2021-03-19,00:01:51,PT2,Ok
369,3,2021-03-21,00:01:02,PT1,Ok
863,3,2021-03-10,00:01:08,PT2,TemperatureTooHigh
931,3,2021-03-13,00:02:40,PT1,Ok
256,3,2021-03-04,00:02:33,PT1,Ok
551,3,2021-03-17,00:02:03,PT2,Ok
916,3,2021-03-26,00:01:43,PT2,Ok
268,3,2021-03-10,00:02:38,PT1,Ok
480,3,2021-03-10,00:01:09,PT1,TemperatureTooLow
275,3,2021-03-04,00:03:52,PT1,TemperatureTooLow
1,3,2021-03-24,00:01:42,PT1,Ok
920,3,2021-03-03,00:02:38,PT2,Ok
850,3,2021-03-19,00:01:15,PT1,TemperatureTooLow
428,3,2021-03-03,00:03:32,PT1,Ok
689,3,2021-03-01,00:03:48,PT1,TemperatureTooHigh
828,3,2021-03-24,00:01:33,PT2,Ok
294,3,2021-03-05,00:03:44,PT2,
691,3,2021-03-17,00:03:45,PT2,TemperatureTooLow
707,3,2021-03-13,00:02:03,PT1,Ok
622,3,2021-03-21,00:03:25,PT1,TemperatureTooLow
594,3,2021-03-07,00:01:08,PT1,Ok
271,3,2021-03-30,00:03:59,PT2,Ok
111,3,2021-03-06,00:02:33,PT1,Ok
840,3,2021-03-07,00:02:32,PT1,Ok
23,3,2021-03-12,00:02:00,PT2,Ok
982,3,2021-03-03,00:01:13,PT2,Ok
517,3,2021-03-17,00:03:40,PT2,TemperatureTooLow
747,3,2021-03-18,00:03:38,PT1,Ok
58,3,2021-03-24,00:02:29,PT2,Ok
550,3,2021-03-13,00:03:54,PT1,Ok
581,3,2021-03-15,00:02:41,PT2,Ok
27,3,2021-03-25,00:01:38,PT1,TemperatureTooHigh
81,3,2021-03-05,00:01:28,PT1,Ok
493,3,2021-03-21,00:03:17,PT2,TemperatureTooHigh
476,3,2021-03-01,00:02:16,PT1,Ok
202,3,2021-03-13,00:01:35,PT1,Ok
597,3,2021-03-16,00:03:51,PT2,TemperatureTooLow
409,3,2021-03-07,00:02:56,PT1,TemperatureTooLow
889,3,2021-03-25,00:03:35,PT1,Ok
465,3,2021-03-07,00:01:05,PT1,TemperatureTooHigh
177,3,2021-03-20,00:02:46,PT2,Ok
474,3,2021-03-28,00:03:36,PT2,TemperatureTooLow
139,3,2021-03-04,00:02:16,PT2,Ok
904,3,2021-03-20,00:01:10,PT1,TemperatureTooLow
681,3,2021-03-18,00:01:32,PT2,Ok
374,3,2021-03-09,00:02:41,PT1,Ok
809,3,2021-03-01,00:01:26,PT2,Ok
453,3,2021-03-10,00:03:01,PT1,Ok
272,3,2021-03-26,00:01:32,PT2,Ok
639,3,2021-03-24,00:02:12,PT2,Ok
220,3,2021-03-16,00:01:49,PT1,TemperatureTooLow
969,3,2021-03-29,00:02:45,PT1,Ok
214,3,2021-03-14,00:03:38,PT2,TemperatureTooHigh
783,3,2021-03-27,00:01:57,PT2,Ok
637,3,2021-03-17,00:02:41,PT2,Ok
993,3,2021-03-29,00:03:49,PT1,Ok
585,3,2021-03-15,00:01:34,PT2,TemperatureTooHigh
952,3,2021-03-20,00:02:13,PT2,Ok
332,3,2021-03-27,00:01:22,PT2,Ok
913,3,2021-03-28,00:03:23,PT1,TemperatureTooHigh
874,3,2021-03-08,00:01:08,PT2,Ok
370,3,2021-03-22,00:01:31,PT2,Ok
447,3,2021-03-23,00:01:12,PT2,TemperatureTooHigh
38,3,2021-03-22,00:01:28,PT1,Ok
126,3,2021-03-03,00:02:44,PT2,TemperatureTooLow
698,3,2021-03-25,00:03:27,PT1,Ok
287,3,2021-03-20,00:02:39,PT2,Ok
50,3,2021-03-25,00:02:13,PT1,Ok
242,3,2021-03-23,00:02:30,PT1,TemperatureTooLow
401,3,2021-03-21,00:01:18,PT2,TemperatureTooLow
321,3,2021-03-26,00:01:53,PT1,Ok
595,3,2021-03-29,00:01:19,PT1,TemperatureTooHigh
156,3,2021-03-03,00:03:46,PT1,Ok
640,3,2021-03-01,00:01:59,PT2,TemperatureTooLow
414,3,2021-03-17,00:02:49,PT2,7725245
518,3,2021-03-23,00:01:50,PT1,Ok
960,3,2021-03-16,00:02:08,PT1,TemperatureTooLow
572,3,2021-03-05,00:03:02,PT1,TemperatureTooLow
353,3,2021-03-12,00:03:49,PT2,TemperatureTooLow
55,3,2021-03-21,00:02:39,PT1,Ok
673,3,2021-03-22,00:02:59,PT2,Ok
405,3,2021-03-29,00:01:04,PT1,Ok
349,3,2021-03-27,00:01:51,PT2,Ok
632,3,2021-03-11,00:01:33,PT1,TemperatureTooHigh
603,3,2021-03-30,00:01:31,PT2,
477,3,2021-03-26,00:03:07,PT2,Ok
448,3,2021-03-15,00:01:15,PT2,Ok
768,3,2021-03-09,00:01:39,PT2,Ok
930,3,2021-03-04,00:03:13,PT1,Ok
616,3,2021-03-25,00:01:10,PT2,Ok
798,3,2021-03-14,00:01:46,PT2,Ok
421,3,2021-03-18,00:03:37,PT1,Ok
801,3,2021-03-08,00:03:53,PT2,Ok
862,3,2021-03-13,00:02:14,PT2,Ok
967,3,2021-03-31,00:02:40,PT2,TemperatureTooHigh
729,3,2021-03-29,00:02:25,PT2,Ok
742,3,2021-03-22,00:01:59,PT1,Ok
379,3,2021-03-31,00:03:06,PT1,Ok
851,3,2021-03-10,00:03:06,PT2,Ok
615,3,2021-03-08,00:03:12,PT1,TemperatureTooLow
362,3,2021-03-26,00:03:58,PT1,
110,3,2021-03-16,00:03:22,PT2,Ok
17,3,2021-03-09,00:02:11,PT2,TemperatureTooHigh
149,3,2021-03-18,00:03:18,PT1,Ok
970,3,2021-03-19,00:01:03,PT1,Ok
811,3,2021-03-20,00:02:07,PT2,Ok
919,3,2021-03-10,00:01:00,PT2,Ok
411,3,2021-03-22,00:03:37,PT1,Ok
317,3,2021-03-26,00:03:48,PT1,Ok
473,3,2021-03-10,00:03:20,PT1,Ok
146,3,2021-03-19,00:02:16,PT1,Ok
230,3,2021-03-01,00:03:16,PT1,Ok
100,3,2021-03-29,00:01:27,PT1,Ok
84,3,2021-03-21,00:03:00,PT2,TemperatureTooLow
311,3,2021-03-01,00:03:14,PT1,Ok
342,3,2021-03-15,00:02:28,PT1,Ok
497,3,2021-03-03,00:02:24,PT1,Ok
261,3,2021-03-06,00:01:12,PT1,Ok
487,3,2021-03-18,00:02:07,PT1,Ok
538,3,2021-03-01,00:01:41,PT1,Ok
710,3,2021-03-26,00:01:12,PT1,Ok
866,3,2021-03-31,00:02:53,PT1,Ok
690,3,2021-03-09,00:01:28,PT2,TemperatureTooLow
484,3,2021-03-06,00:03:51,PT2,TemperatureTooLow
96,3,2021-03-22,00:01:42,PT1,Ok
475,3,2021-03-25,00:01:18,PT1,Ok
498,3,2021-03-23,00:01:00,PT2,Ok
656,3,2021-03-20,00:01:26,PT2,Ok
694,3,2021-03-22,00:03:24,PT2,
705,3,2021-03-11,00:01:52,PT1,Ok
750,3,2021-03-15,00:02:39,PT1,TemperatureTooLow
534,3,2021-03-11,00:01:14,PT2,Ok
496,3,2021-03-06,00:02:37,PT2,Ok
642,3,2021-03-21,00:03:14,PT1,Ok
107,3,2021-03-15,00:02:27,PT1,TemperatureTooHigh
6,3,2021-03-26,00:03:49,PT2,Ok
216,3,2021-03-27,00:01:32,PT1,TemperatureTooLow
636,3,2021-03-07,00:03:47,PT2,TemperatureTooLow
37,3,2021-03-11,00:01:44,PT1,Ok
46,3,2021-03-27,00:02:44,PT1,TemperatureTooHigh
75,3,2021-03-23,00:03:28,PT1,TemperatureTooHigh
406,3,2021-03-07,00:02:52,PT1,Ok
302,3,2021-03-07,00:03:04,PT1,TemperatureTooLow
894,3,2021-03-24,00:03:24,PT2,TemperatureTooLow
499,3,2021-03-14,00:01:39,PT2,TemperatureTooLow
583,3,2021-03-22,00:01:54,PT2,Ok
693,3,2021-03-01,00:02:27,PT1,Ok
415,3,2021-03-15,00:02:08,PT1,Ok
158,3,2021-03-19,00:02:05,PT1,Ok
313,3,2021-03-24,00:01:38,PT2,TemperatureTooHigh
543,3,2021-03-01,00:01:24,PT1,TemperatureTooHigh
685,3,2021-03-30,00:01:42,PT1,Ok
144,3,2021-03-11,00:03:59,PT2,85229073
286,3,2021-03-26,00:03:34,PT2,Ok
171,3,2021-03-17,00:01:24,PT2,Ok
74,3,2021-03-15,00:01:00,PT1,Ok
852,3,2021-03-01,00:03:45,PT2,Ok
314,3,2021-03-10,00:01:29,PT1,TemperatureTooLow
390,3,2021-03-18,00:02:44,PT1,Ok
141,3,2021-03-05,00:01:48,PT1,TemperatureTooLow
626,3,2021-03-24,00:03:19,PT2,Ok
102,3,2021-03-25,00:03:53,PT2,TemperatureTooLow
928,3,2021-03-30,00:02:59,PT2,Ok
310,3,2021-03-12,00:02:05,PT2,TemperatureTooHigh
422,3,2021-03-26,00:03:25,PT2,Ok
602,3,2021-03-09,00:03:11,PT1,TemperatureTooHigh
62,3,2021-03-03,00:02:22,PT1,Ok
64,3,2021-03-01,00:03:46,PT2,Ok
249,3,2021-03-30,00:03:16,PT2,TemperatureTooLow
953,3,2021-03-03,00:01:53,PT1,TemperatureTooLow
433,3,2021-03-22,00:02:47,PT2,Ok
226,3,2021-03-16,00:03:24,PT1,Ok
912,3,2021-03-23,00:01:13,PT1,Ok
1000,3,2021-03-31,00:01:34,PT2,TemperatureTooLow
644,3,2021-03-19,00:02:02,PT1,Ok
847,3,2021-03-23,00:01:57,PT1,TemperatureTooLow
236,3,2021-03-24,00:02:09,PT2,Ok
376,3,2021-03-13,00:01:15,PT2,Ok
718,3,2021-03-22,00:02:37,PT2,TemperatureTooLow
213,3,2021-03-03,00:03:26,PT1,TemperatureTooLow
119,3,2021-03-21,00:01:54,PT2,Ok
556,3,2021-03-06,00:03:42,PT2,Ok
762,3,2021-03-17,00:03:03,PT2,Ok
686,3,2021-03-07,00:02:19,PT2,Ok
283,3,2021-03-25,00:01:45,PT1,TemperatureTooHigh
35,3,2021-03-27,00:02:26,PT1,Ok
10,3,2021-03-12,00:02:06,PT1,Ok
42,3,2021-03-11,00:01:06,PT1,Ok
891,3,2021-03-13,00:02:39,PT2,Ok
103,3,2021-03-21,00:01:53,PT1,Ok
546,3,2021-03-01,00:03:34,PT2,TemperatureTooLow
279,3,2021-03-17,00:01:47,PT2,TemperatureTooLow
278,3,2021-03-09,00:03:57,PT2,TemperatureTooHigh
885,3,2021-03-23,00:03:18,PT1,Ok
530,3,2021-03-16,00:03:07,PT2,Ok
408,3,2021-03-07,00:01:33,PT1,Ok
132,3,2021-03-28,00:01:13,PT2,Ok
251,3,2021-03-21,00:03:39,PT1,TemperatureTooLow
793,3,2021-03-03,00:03:13,PT2,TemperatureTooLow
86,3,2021-03-18,00:03:56,PT2,Ok
756,3,2021-03-03,00:01:48,PT2,Ok
454,3,2021-03-20,00:02:37,PT2,TemperatureTooLow
435,3,2021-03-29,00:03:41,PT1,Ok
164,3,2021-03-10,00:03:32,PT1,Ok
700,3,2021-03-08,00:02:17,PT2,Ok
784,3,2021-03-24,00:02:28,PT2,Ok
98,3,2021-03-31,00:02:06,PT1,TemperatureTooLow
257,3,2021-03-25,00:02:44,PT2,Ok
143,3,2021-03-18,00:03:30,PT2,TemperatureTooLow
325,3,2021-03-01,00:01:32,PT2,Ok
777,3,2021-03-14,00:02:43,PT1,Ok
968,3,2021-03-18,00:01:14,PT2,Ok
138,3,2021-03-30,00:03:00,PT1,Ok
463,3,2021-03-25,00:02:17,PT1,Ok
258,3,2021-03-06,00:03:52,PT2,TemperatureTooHigh
25,3,2021-03-11,00:01:19,PT2,TemperatureTooLow
972,3,2021-03-10,00:01:37,PT2,Ok
623,3,2021-03-27,00:01:54,PT2,Ok
101,3,2021-03-11,00:03:06,PT2,Ok
432,3,2021-03-14,00:03:34,PT1,Ok
978,3,2021-03-30,00:02:05,PT1,Ok
929,3,2021-03-23,00:01:22,PT2,Ok
948,3,2021-03-25,00:03:56,PT2,Ok
72,3,2021-03-22,00:01:37,PT2,Ok
957,3,2021-03-05,00:01:08,PT1,TemperatureTooLow
199,3,2021-03-16,00:01:13,PT1,Ok
812,3,2021-03-26,00:02:01,PT1,Ok
400,3,2021-03-01,00:03:49,PT2,Ok
717,3,2021-03-15,00:02:59,PT2,TemperatureTooLow
633,3,2021-03-07,00:03:55,PT2,TemperatureTooLow
346,3,2021-03-03,00:03:14,PT2,Ok
646,3,2021-03-09,00:02:09,PT2,Ok
187,3,2021-03-29,00:02:41,PT2,TemperatureTooLow
845,3,2021-03-17,00:03:18,PT1,TemperatureTooLow
558,3,2021-03-27,00:01:08,PT1,Ok
893,3,2021-03-30,00:03:37,PT2,TemperatureTooLow
998,3,2021-03-23,00:03:39,PT1,Ok
350,3,2021-03-10,00:01:00,PT2,TemperatureTooLow
174,3,2021-03-07,00:01:03,PT1,TemperatureTooLow
237,3,2021-03-21,00:01:47,PT1,TemperatureTooLow
410,3,2021-03-11,00:02:24,PT2,Ok
7,3,2021-03-18,00:02:12,PT1,Ok
159,3,2021-03-18,00:03:27,PT1,Ok
57,3,2021-03-21,00:03:23,PT2,Ok
459,3,2021-03-31,00:02:45,PT2,Ok
45,3,2021-03-08,00:02:33,PT2,Ok
134,3,2021-03-29,00:02:10,PT1,TemperatureTooHigh
381,3,2021-03-22,00:02:20,PT1,TemperatureTooLow
544,3,2021-03-14,00:03:07,PT2,TemperatureTooLow
746,3,2021-03-04,00:01:00,PT2,Ok
73,3,2021-03-24,00:02:47,PT1,Ok
684,3,2021-03-23,00:03:21,PT1,Ok
482,3,2021-03-18,00:01:28,PT2,Ok
307,3,2021-03-24,00:03:14,PT2,Ok
830,3,2021-03-10,00:03:52,PT2,Ok
989,3,2021-03-20,00:03:45,PT1,Ok
999,3,2021-03-26,00:02:40,PT1,8761225
347,3,2021-03-16,00:01:03,PT2,Ok
621,3,2021-03-20,00:01:16,PT2,Ok
200,3,2021-03-01,00:02:34,PT1,Ok
71,3,2021-03-19,00:03:39,PT1,TemperatureTooHigh
940,3,2021-03-24,00:03:45,PT1,Ok
109,3,2021-03-22,00:03:34,PT1,Ok
873,3,2021-03-17,00:02:59,PT1,Ok
675,3,2021-03-25,00:02:57,PT1,Ok
203,3,2021-03-27,00:01:31,PT1,Ok
525,3,2021-03-15,00:01:15,PT2,TemperatureTooLow
769,3,2021-03-22,00:03:58,PT2,Ok
135,3,2021-03-08,00:02:43,PT1,TemperatureTooHigh
942,3,2021-03-21,00:02:57,PT1,
490,3,2021-03-26,00:01:02,PT1,Ok
197,3,2021-03-11,00:02:18,PT2,Ok
806,3,2021-03-15,00:03:01,PT2,Ok
734,3,2021-03-12,00:03:18,PT1,Ok
765,3,2021-03-08,00:01:42,PT1,41614317
604,3,2021-03-14,00:02:09,PT1,Ok
292,3,2021-03-02,00:03:13,PT1,Ok
212,3,2021-03-02,00:01:36,PT1,TemperatureTooLow
661,3,2021-03-07,00:03:17,PT2,TemperatureTooLow
306,3,2021-03-12,00:02:00,PT2,Ok
588,3,2021-03-06,00:01:04,PT1,Ok
892,3,2021-03-26,00:02:49,PT1,Ok
190,3,2021-03-27,00:02:36,PT1,Ok
193,3,2021-03-14,00:01:31,PT1,Ok
810,3,2021-03-04,00:03:58,PT1,TemperatureTooLow
69,3,2021-03-29,00:01:02,PT2,Ok
577,3,2021-03-20,00:02:29,PT2,Ok
420,3,2021-03-04,00:02:30,PT1,Ok
394,3,2021-03-13,00:03:26,PT1,Ok
194,3,2021-03-14,00:02:19,PT2,Ok
696,3,2021-03-08,00:03:05,PT1,Ok
128,3,2021-03-21,00:01:15,PT2,TemperatureTooLow
503,3,2021-03-03,00:01:39,PT2,
976,3,2021-03-01,00:02:56,PT2,Ok
387,3,2021-03-20,00:03:27,PT2,Ok
443,3,2021-03-10,00:01:07,PT2,Ok
869,3,2021-03-01,00:02:26,PT2,
522,3,2021-03-10,00:01:25,PT1,Ok
339,3,2021-03-18,00:02:50,PT1,TemperatureTooLow
834,3,2021-03-24,00:01:15,PT1,Ok
437,3,2021-03-18,00:03:16,PT2,Ok
542,3,2021-03-22,00:02:51,PT2,Ok
836,3,2021-03-31,00:01:15,PT2,Ok
188,3,2021-03-07,00:01:49,PT2,Ok
826,3,2021-03-01,00:03:16,PT2,TemperatureTooLow
674,3,2021-03-12,00:02:38,PT1,Ok
786,3,2021-03-23,00:02:58,PT2,TemperatureTooHigh
825,3,2021-03-12,00:03:57,PT2,Ok
507,3,2021-03-29,00:02:11,PT1,Ok
255,3,2021-03-18,00:02:09,PT1,Ok
234,3,2021-03-14,00:03:53,PT2,Ok
253,3,2021-03-03,00:03:37,PT2,Ok
343,3,2021-03-21,00:03:10,PT2,Ok
183,3,2021-03-24,00:03:26,PT1,Ok
210,3,2021-03-05,00:03:46,PT1,Ok
837,3,2021-03-17,00:01:08,PT2,Ok
15,3,2021-03-18,00:03:13,PT1,TemperatureTooHigh
209,3,2021-03-06,00:02:34,PT1,TemperatureTooHigh
329,3,2021-03-11,00:01:03,PT2,Ok
218,3,2021-03-06,00:02:16,PT2,Ok
136,3,2021-03-10,00:01:24,PT1,TemperatureTooHigh
337,3,2021-03-28,00:02:27,PT2,TemperatureTooHigh
651,3,2021-03-12,00:01:06,PT2,Ok
315,3,2021-03-16,00:03:04,PT2,Ok
391,3,2021-03-11,00:03:57,PT2,Ok
527,3,2021-03-08,00:03:28,PT2,TemperatureTooLow
666,3,2021-03-11,00:02:40,PT2,Ok
460,3,2021-03-08,00:03:42,PT2,Ok
795,3,2021-03-11,00:01:07,PT2,Ok
932,3,2021-03-21,00:03:48,PT1,Ok
669,3,2021-03-12,00:02:32,PT2,Ok
67,3,2021-03-15,00:03:16,PT1,Ok
99,3,2021-03-04,00:02:16,PT2,Ok
655,3,2021-03-29,00:01:54,PT1,Ok
722,3,2021-03-02,00:01:38,PT2,TemperatureTooHigh
536,3,2021-03-20,00:01:10,PT2,TemperatureTooHigh
843,3,2021-03-29,00:03:44,PT2,49149044
535,3,2021-03-30,00:02:43,PT1,Ok
586,3,2021-03-19,00:01:43,PT2,Ok
154,3,2021-03-04,00:03:53,PT2,TemperatureTooLow
308,3,2021-03-12,00:02:05,PT1,Ok
819,3,2021-03-18,00:03:03,PT2,TemperatureTooLow
49,3,2021-03-15,00:03:00,PT1,TemperatureTooHigh
571,3,2021-03-15,00:01:24,PT2,TemperatureTooLow
966,3,2021-03-07,00:02:25,PT1,Ok
176,3,2021-03-24,00:01:45,PT2,Ok
85,3,2021-03-29,00:03:01,PT1,Ok
620,3,2021-03-25,00:02:28,PT2,Ok
514,3,2021-03-31,00:03:17,PT1,Ok
701,3,2021-03-27,00:01:30,PT1,TemperatureTooLow
407,3,2021-03-20,00:01:24,PT1,Ok
579,3,2021-03-17,00:02:56,PT1,TemperatureTooLow
744,3,2021-03-16,00:03:21,PT2,Ok
142,3,2021-03-29,00:02:50,PT1,Ok
926,3,2021-03-06,00:02:24,PT2,Ok
31,3,2021-03-09,00:01:57,PT2,Ok
296,3,2021-03-22,00:01:11,PT1,TemperatureTooLow
483,3,2021-03-11,00:03:11,PT1,Ok
963,3,2021-03-20,00:03:49,PT1,Ok
906,3,2021-03-21,00:03:11,PT1,Ok
736,3,2021-03-22,00:01:16,PT1,TemperatureTooLow
887,3,2021-03-27,00:02:08,PT1,TemperatureTooHigh
563,3,2021-03-12,00:03:30,PT2,Ok
244,3,2021-03-25,00:01:24,PT1,TemperatureTooLow
773,3,2021-03-18,00:03:06,PT1,Ok
824,3,2021-03-28,00:03:57,PT1,Ok
441,3,2021-03-02,00:01:51,PT1,Ok
743,3,2021-03-01,00:02:20,PT1,TemperatureTooLow
469,3,2021-03-04,00:01:40,PT1,TemperatureTooLow
19,3,2021-03-31,00:01:07,PT1,TemperatureTooLow
875,3,2021-03-26,00:01:36,PT2,Ok
153,3,2021-03-09,00:03:23,PT1,TemperatureTooLow
500,3,2021-03-17,00:01:25,PT1,Ok
545,3,2021-03-15,00:02:25,PT1,Ok
980,3,2021-03-03,00:01:26,PT2,TemperatureTooHigh
848,3,2021-03-29,00:01:05,PT1,Ok
39,3,2021-03-25,00:02:50,PT2,Ok
702,3,2021-03-15,00:03:25,PT1,TemperatureTooHigh
118,3,2021-03-23,00:01:50,PT1,Ok
309,3,2021-03-08,00:02:24,PT1,Ok
937,3,2021-03-04,00:03:03,PT2,Ok
241,3,2021-03-17,00:02:12,PT2,TemperatureTooHigh
354,3,2021-03-07,00:01:10,PT1,Ok
399,3,2021-03-15,00:01:40,PT1,TemperatureTooHigh
737,3,2021-03-11,00:03:30,PT1,Ok
944,3,2021-03-15,00:01:40,PT2,Ok
224,3,2021-03-31,00:02:45,PT2,TemperatureTooLow
133,3,2021-03-20,00:01:33,PT1,TemperatureTooHigh
208,3,2021-03-16,00:03:47,PT1,Ok
936,3,2021-03-24,00:01:57,PT2,Ok
815,3,2021-03-31,00:03:11,PT2,Ok
591,3,2021-03-12,00:01:47,PT2,Ok
849,3,2021-03-04,00:03:07,PT1,TemperatureTooLow
235,3,2021-03-26,00:02:10,PT1,Ok
764,3,2021-03-10,00:03:57,PT1,Ok
835,3,2021-03-29,00:02:42,PT1,Ok
939,3,2021-03-01,00:02:24,PT1,Ok
359,3,2021-03-16,00:03:56,PT1,TemperatureTooHigh
592,3,2021-03-26,00:01:28,PT2,TemperatureTooHigh
782,3,2021-03-02,00:01:32,PT2,Ok
29,3,2021-03-03,00:03:48,PT2,Ok
93,3,2021-03-24,00:03:59,PT2,TemperatureTooLow
2,3,2021-03-27,00:03:14,PT1,TemperatureTooLow
788,3,2021-03-16,00:03:38,PT2,Ok
152,3,2021-03-02,00:01:01,PT1,TemperatureTooLow
289,3,2021-03-11,00:03:02,PT2,TemperatureTooLow
832,3,2021-03-09,00:03:34,PT1,Ok
943,3,2021-03-20,00:02:48,PT1,Ok
