Component_ID,Teststation_ID,Feature3,Feature4,Date,Time,Product_Type,Error_Message
76,2,91.49999999999991,12,2021-02-05,00:02:54,PT2,Ok
148,2,94.89999999999972,12,2021-02-27,00:01:25,PT2,Ok
498,2,94.39999999999975,14,2021-02-17,00:02:42,PT1,Ok
788,2,93.5999999999998,14,2021-02-20,00:03:51,PT1,TemperatureTooHigh
120,2,91.09999999999994,14,2021-02-28,00:03:18,PT2,Ok
336,2,93.99999999999977,12,2021-02-23,00:01:09,PT2,
687,2,92.29999999999987,14,2021-02-05,00:02:47,PT1,Ok
23,2,95.2999999999997,13,2021-02-08,00:02:41,PT2,Ok
371,2,93.99999999999977,14,2021-02-27,00:03:08,PT2,Ok
358,2,90.79999999999995,12,2021-02-28,00:01:43,PT1,Ok
441,2,92.59999999999985,14,2021-02-08,00:02:10,PT2,Ok
226,2,91.99999999999989,14,2021-02-25,00:01:17,PT2,Ok
717,2,93.99999999999977,13,2021-02-04,00:02:07,PT2,Ok
139,2,94.99999999999972,13,2021-02-27,00:02:59,PT1,Ok
753,2,91.19999999999993,12,2021-02-27,00:03:13,PT2,Ok
410,2,91.49999999999991,12,2021-02-04,00:02:12,PT2,Ok
726,2,93.09999999999982,13,2021-02-24,00:02:10,PT2,Ok
629,2,92.99999999999983,12,2021-02-01,00:02:25,PT1,Ok
67,2,91.29999999999993,12,2021-02-03,00:02:36,PT1,TemperatureTooHigh
77,2,90.69999999999996,12,2021-02-12,00:01:59,PT1,Ok
492,2,93.4999999999998,14,2021-02-12,00:01:33,PT1,TemperatureTooHigh
925,2,92.79999999999984,12,2021-02-19,00:02:25,PT2,Ok
774,2,94.99999999999972,13,2021-02-26,00:03:22,PT2,Ok
451,2,94.89999999999972,14,2021-02-07,00:02:15,PT2,Ok
239,2,94.89999999999972,14,2021-02-25,00:02:01,PT2,
278,2,90.39999999999998,13,2021-02-21,00:02:54,PT2,TemperatureTooHigh
15,2,94.19999999999976,12,2021-02-21,00:02:05,PT2,Ok
524,2,92.19999999999987,14,2021-02-05,00:01:35,PT2,Ok
309,2,92.39999999999986,14,2021-02-05,00:03:23,PT1,Ok
357,2,93.09999999999982,12,2021-02-14,00:01:28,PT2,Ok
650,2,92.79999999999984,12,2021-02-07,00:02:07,PT2,Ok
556,2,92.99999999999983,14,2021-02-08,00:02:59,PT1,TemperatureTooLow
943,2,94.19999999999976,14,2021-02-13,00:01:25,PT2,TemperatureTooHigh
821,2,95.09999999999971,12,2021-02-18,00:02:38,PT2,Ok
562,2,92.29999999999987,13,2021-02-05,00:02:35,PT2,
966,2,91.39999999999992,13,2021-02-15,00:01:52,PT1,Ok
303,2,94.59999999999974,12,2021-02-02,00:03:04,PT2,Ok
630,2,90.49999999999997,12,2021-02-23,00:01:19,PT1,TemperatureTooHigh
976,2,90.39999999999998,12,2021-02-22,00:02:19,PT2,Ok
867,2,91.09999999999994,12,2021-02-20,00:02:58,PT2,Ok
798,2,92.19999999999987,14,2021-02-06,00:01:09,PT2,Ok
110,2,94.99999999999972,13,2021-02-02,00:02:46,PT1,Ok
271,2,95.2999999999997,12,2021-02-13,00:03:29,PT2,Ok
112,2,93.5999999999998,13,2021-02-13,00:03:58,PT1,TemperatureTooLow
467,2,94.79999999999973,12,2021-02-14,00:01:56,PT2,Ok
502,2,91.7999999999999,12,2021-02-02,00:03:04,PT1,TemperatureTooHigh
306,2,91.99999999999989,13,2021-02-11,00:01:45,PT2,Ok
202,2,90.79999999999995,14,2021-02-27,00:01:44,PT2,
169,2,92.39999999999986,14,2021-02-27,00:03:00,PT1,Ok
948,2,94.29999999999976,14,2021-02-19,00:03:45,PT1,Ok
14,2,92.69999999999985,13,2021-02-17,00:01:10,PT2,Ok
970,2,91.09999999999994,13,2021-02-20,00:02:49,PT2,TemperatureTooLow
786,2,92.39999999999986,12,2021-02-11,00:02:47,PT2,Ok
722,2,90.59999999999997,14,2021-02-02,00:01:41,PT2,Ok
415,2,91.59999999999991,13,2021-02-18,00:03:55,PT2,Ok
534,2,95.09999999999971,12,2021-02-27,00:02:16,PT1,Ok
718,2,94.09999999999977,13,2021-02-23,00:03:24,PT1,Ok
289,2,90.29999999999998,14,2021-02-28,00:03:00,PT1,Ok
880,2,93.29999999999981,14,2021-02-07,00:01:10,PT2,Ok
795,2,93.19999999999982,12,2021-02-03,00:01:36,PT1,Ok
350,2,90.29999999999998,14,2021-02-11,00:02:28,PT1,Ok
382,2,90.1,14,2021-02-02,00:02:46,PT2,Ok
308,2,90.99999999999994,12,2021-02-01,00:02:08,PT1,Ok
898,2,92.49999999999986,14,2021-02-02,00:02:27,PT1,Ok
168,2,93.99999999999977,13,2021-02-01,00:02:11,PT1,Ok
10,2,92.99999999999983,13,2021-02-11,00:02:28,PT2,Ok
858,2,91.39999999999992,14,2021-02-27,00:01:20,PT1,Ok
345,2,91.89999999999989,12,2021-02-18,00:02:46,PT1,Ok
73,2,91.59999999999991,12,2021-02-12,00:02:09,PT1,Ok
216,2,93.89999999999978,14,2021-02-22,00:03:23,PT1,Ok
47,2,95.49999999999969,13,2021-02-02,00:01:38,PT2,TemperatureTooLow
391,2,93.29999999999981,12,2021-02-09,00:01:50,PT2,Ok
579,2,90.99999999999994,12,2021-02-08,00:03:49,PT2,Ok
364,2,90.79999999999995,14,2021-02-23,00:02:43,PT2,Ok
909,2,92.29999999999987,12,2021-02-07,00:02:39,PT1,Ok
55,2,94.89999999999972,14,2021-02-13,00:03:21,PT2,Ok
436,2,93.5999999999998,14,2021-02-19,00:02:12,PT2,Ok
561,2,92.09999999999988,14,2021-02-18,00:02:08,PT1,TemperatureTooHigh
477,2,92.79999999999984,12,2021-02-21,00:03:52,PT2,TemperatureTooHigh
196,2,90.89999999999995,13,2021-02-22,00:03:32,PT1,TemperatureTooHigh
150,2,95.49999999999969,14,2021-02-22,00:03:03,PT2,Ok
147,2,93.69999999999979,12,2021-02-14,00:03:15,PT1,Ok
361,2,90.79999999999995,14,2021-02-09,00:01:01,PT1,Ok
351,2,93.99999999999977,13,2021-02-15,00:02:51,PT2,Ok
192,2,92.69999999999985,13,2021-02-08,00:02:31,PT1,Ok
127,2,92.69999999999985,13,2021-02-13,00:01:41,PT2,
953,2,90.19999999999999,14,2021-02-23,00:01:27,PT2,Ok
983,2,93.5999999999998,14,2021-02-20,00:02:56,PT1,Ok
659,2,95.3999999999997,13,2021-02-09,00:02:33,PT1,Ok
4,2,90.99999999999994,12,2021-02-14,00:01:45,PT2,Ok
748,2,91.6999999999999,13,2021-02-06,00:02:05,PT1,Ok
676,2,90.99999999999994,12,2021-02-19,00:02:56,PT2,Ok
491,2,91.49999999999991,12,2021-02-16,00:03:41,PT1,TemperatureTooLow
936,2,92.49999999999986,12,2021-02-26,00:03:58,PT1,TemperatureTooHigh
149,2,90.79999999999995,14,2021-02-24,00:01:13,PT1,
531,2,95.09999999999971,14,2021-02-23,00:01:42,PT1,Ok
326,2,91.99999999999989,12,2021-02-10,00:01:08,PT1,Ok
818,2,92.79999999999984,12,2021-02-07,00:01:51,PT2,Ok
613,2,91.99999999999989,13,2021-02-26,00:02:12,PT2,Ok
944,2,95.2999999999997,14,2021-02-07,00:03:41,PT2,TemperatureTooHigh
647,2,91.59999999999991,12,2021-02-15,00:02:57,PT1,Ok
678,2,93.5999999999998,12,2021-02-19,00:03:54,PT1,Ok
974,2,92.69999999999985,14,2021-02-10,00:02:08,PT2,Ok
417,2,95.1999999999997,13,2021-02-07,00:01:42,PT1,Ok
263,2,90.69999999999996,13,2021-02-07,00:02:35,PT2,TemperatureTooHigh
746,2,93.09999999999982,14,2021-02-08,00:01:09,PT1,Ok
570,2,92.59999999999985,14,2021-02-12,00:02:01,PT2,TemperatureTooHigh
129,2,93.29999999999981,12,2021-02-21,00:03:21,PT1,Ok
951,2,95.49999999999969,13,2021-02-01,00:02:53,PT2,Ok
450,2,93.69999999999979,12,2021-02-25,00:02:18,PT2,Ok
504,2,94.69999999999973,12,2021-02-19,00:02:55,PT2,Ok
933,2,95.3999999999997,12,2021-02-11,00:01:42,PT2,Ok
778,2,93.19999999999982,14,2021-02-13,00:02:11,PT2,Ok
982,2,91.6999999999999,12,2021-02-07,00:03:06,PT2,Ok
286,2,93.19999999999982,12,2021-02-24,00:02:56,PT2,Ok
319,2,91.7999999999999,13,2021-02-26,00:02:02,PT2,TemperatureTooHigh
297,2,95.1999999999997,12,2021-02-03,00:01:52,PT1,Ok
956,2,95.2999999999997,14,2021-02-01,00:03:33,PT2,Ok
638,2,92.69999999999985,13,2021-02-14,00:03:02,PT2,Ok
826,2,92.49999999999986,12,2021-02-17,00:03:06,PT2,TemperatureTooHigh
522,2,90.59999999999997,12,2021-02-13,00:03:34,PT2,Ok
9,2,95.3999999999997,14,2021-02-08,00:01:02,PT1,Ok
249,2,93.29999999999981,13,2021-02-17,00:01:15,PT2,75886779
91,2,92.49999999999986,14,2021-02-06,00:01:13,PT2,Ok
889,2,92.59999999999985,14,2021-02-28,00:02:44,PT1,Ok
185,2,91.99999999999989,13,2021-02-26,00:03:14,PT2,Ok
510,2,93.79999999999978,12,2021-02-08,00:01:32,PT2,TemperatureTooHigh
183,2,90.89999999999995,14,2021-02-15,00:03:39,PT2,Ok
109,2,92.49999999999986,12,2021-02-20,00:01:13,PT2,Ok
501,2,94.59999999999974,14,2021-02-27,00:01:50,PT2,Ok
444,2,93.4999999999998,12,2021-02-28,00:02:57,PT2,TemperatureTooHigh
194,2,93.89999999999978,12,2021-02-24,00:02:08,PT1,318555
519,2,92.09999999999988,14,2021-02-06,00:03:10,PT1,Ok
317,2,93.19999999999982,14,2021-02-22,00:01:10,PT2,Ok
566,2,92.59999999999985,13,2021-02-18,00:03:09,PT1,Ok
535,2,92.19999999999987,12,2021-02-20,00:02:52,PT1,Ok
421,2,91.09999999999994,14,2021-02-23,00:01:39,PT1,
96,2,95.1999999999997,12,2021-02-25,00:03:42,PT1,TemperatureTooHigh
228,2,91.09999999999994,14,2021-02-03,00:03:36,PT1,TemperatureTooLow
431,2,91.09999999999994,13,2021-02-21,00:03:36,PT2,Ok
525,2,93.89999999999978,12,2021-02-19,00:02:55,PT2,Ok
355,2,92.89999999999984,13,2021-02-01,00:02:00,PT2,Ok
471,2,92.89999999999984,12,2021-02-25,00:03:41,PT2,Ok
919,2,91.29999999999993,14,2021-02-21,00:03:31,PT1,Ok
767,2,92.79999999999984,12,2021-02-15,00:03:07,PT1,Ok
398,2,91.49999999999991,12,2021-02-11,00:03:13,PT1,Ok
416,2,90.29999999999998,12,2021-02-25,00:03:53,PT2,Ok
507,2,94.29999999999976,14,2021-02-26,00:03:38,PT1,Ok
162,2,90.39999999999998,13,2021-02-06,00:03:31,PT2,TemperatureTooLow
512,2,92.49999999999986,13,2021-02-02,00:01:34,PT2,Ok
857,2,95.1999999999997,12,2021-02-17,00:02:41,PT1,TemperatureTooHigh
117,2,92.79999999999984,12,2021-02-17,00:02:37,PT2,TemperatureTooHigh
124,2,91.09999999999994,13,2021-02-16,00:03:40,PT1,Ok
631,2,91.59999999999991,14,2021-02-05,00:01:21,PT2,Ok
987,2,93.89999999999978,14,2021-02-22,00:01:41,PT2,Ok
682,2,91.99999999999989,14,2021-02-24,00:02:27,PT2,Ok
161,2,90.49999999999997,13,2021-02-21,00:01:41,PT1,Ok
52,2,91.7999999999999,12,2021-02-10,00:01:04,PT2,Ok
340,2,91.49999999999991,14,2021-02-21,00:01:14,PT2,Ok
114,2,90.19999999999999,14,2021-02-17,00:01:01,PT1,Ok
458,2,92.69999999999985,13,2021-02-11,00:02:07,PT1,Ok
671,2,94.59999999999974,12,2021-02-05,00:03:59,PT2,Ok
210,2,93.09999999999982,14,2021-02-25,00:01:20,PT2,Ok
730,2,91.7999999999999,13,2021-02-03,00:02:02,PT2,TemperatureTooHigh
509,2,91.6999999999999,12,2021-02-02,00:03:07,PT2,Ok
128,2,95.1999999999997,13,2021-02-20,00:01:04,PT1,Ok
910,2,90.39999999999998,14,2021-02-13,00:01:33,PT2,Ok
967,2,94.39999999999975,14,2021-02-20,00:01:42,PT1,Ok
747,2,92.99999999999983,13,2021-02-02,00:01:04,PT2,TemperatureTooHigh
208,2,90.99999999999994,12,2021-02-14,00:02:05,PT1,Ok
820,2,93.3999999999998,12,2021-02-19,00:02:39,PT2,Ok
46,2,94.39999999999975,13,2021-02-02,00:01:27,PT2,Ok
379,2,91.7999999999999,12,2021-02-22,00:02:48,PT1,Ok
198,2,94.59999999999974,13,2021-02-01,00:03:30,PT1,Ok
460,2,91.89999999999989,13,2021-02-05,00:03:30,PT2,Ok
806,2,90.69999999999996,14,2021-02-02,00:02:06,PT1,Ok
191,2,91.19999999999993,12,2021-02-06,00:01:18,PT1,Ok
322,2,95.3999999999997,13,2021-02-03,00:03:44,PT2,TemperatureTooHigh
554,2,91.29999999999993,14,2021-02-12,00:01:32,PT1,Ok
376,2,92.79999999999984,13,2021-02-18,00:01:10,PT1,Ok
372,2,93.99999999999977,12,2021-02-02,00:01:57,PT1,Ok
706,2,91.6999999999999,12,2021-02-12,00:01:29,PT2,Ok
235,2,91.7999999999999,12,2021-02-13,00:02:30,PT1,Ok
639,2,90.0,12,2021-02-11,00:03:06,PT2,Ok
652,2,93.4999999999998,14,2021-02-10,00:02:54,PT1,TemperatureTooHigh
43,2,93.69999999999979,14,2021-02-05,00:02:22,PT2,Ok
716,2,90.79999999999995,13,2021-02-04,00:02:12,PT2,Ok
852,2,92.19999999999987,14,2021-02-25,00:02:57,PT2,Ok
704,2,92.29999999999987,12,2021-02-16,00:03:24,PT2,TemperatureTooHigh
641,2,95.2999999999997,12,2021-02-13,00:03:09,PT1,Ok
26,2,95.09999999999971,12,2021-02-26,00:03:34,PT1,Ok
243,2,91.29999999999993,13,2021-02-23,00:02:56,PT2,Ok
397,2,90.79999999999995,13,2021-02-16,00:02:08,PT1,Ok
545,2,91.19999999999993,14,2021-02-22,00:01:51,PT1,
961,2,95.09999999999971,14,2021-02-14,00:02:17,PT1,Ok
366,2,90.29999999999998,12,2021-02-21,00:02:50,PT1,Ok
205,2,93.3999999999998,14,2021-02-09,00:03:31,PT1,Ok
427,2,94.59999999999974,12,2021-02-17,00:01:09,PT2,Ok
517,2,91.89999999999989,13,2021-02-16,00:01:37,PT1,Ok
540,2,93.09999999999982,14,2021-02-10,00:02:12,PT2,Ok
490,2,94.89999999999972,14,2021-02-11,00:02:52,PT1,TemperatureTooHigh
946,2,93.89999999999978,12,2021-02-23,00:02:27,PT1,Ok
622,2,93.99999999999977,13,2021-02-02,00:02:42,PT1,
98,2,92.69999999999985,13,2021-02-12,00:02:07,PT2,Ok
784,2,90.29999999999998,12,2021-02-15,00:01:14,PT1,Ok
592,2,93.79999999999978,14,2021-02-14,00:01:27,PT2,Ok
823,2,93.79999999999978,13,2021-02-03,00:02:16,PT2,Ok
669,2,92.49999999999986,13,2021-02-24,00:01:53,PT2,Ok
403,2,92.09999999999988,13,2021-02-03,00:02:07,PT1,Ok
804,2,93.99999999999977,12,2021-02-21,00:02:48,PT1,Ok
342,2,92.99999999999983,12,2021-02-28,00:03:16,PT1,Ok
238,2,91.99999999999989,13,2021-02-21,00:03:42,PT1,TemperatureTooHigh
329,2,90.1,12,2021-02-14,00:03:41,PT2,Ok
958,2,93.29999999999981,14,2021-02-04,00:03:36,PT1,Ok
111,2,94.29999999999976,14,2021-02-12,00:02:05,PT1,Ok
28,2,91.39999999999992,12,2021-02-08,00:03:43,PT2,Ok
159,2,92.59999999999985,14,2021-02-11,00:01:24,PT1,Ok
488,2,93.19999999999982,13,2021-02-08,00:02:21,PT2,Ok
193,2,92.09999999999988,13,2021-02-15,00:03:14,PT1,15787984
100,2,92.29999999999987,14,2021-02-02,00:01:48,PT1,Ok
643,2,94.29999999999976,14,2021-02-16,00:03:45,PT2,
287,2,93.4999999999998,14,2021-02-25,00:01:02,PT1,Ok
89,2,90.39999999999998,14,2021-02-15,00:03:31,PT2,Ok
667,2,90.79999999999995,14,2021-02-23,00:01:42,PT1,Ok
591,2,91.6999999999999,14,2021-02-16,00:01:33,PT2,Ok
288,2,91.7999999999999,13,2021-02-18,00:02:20,PT2,TemperatureTooHigh
468,2,92.49999999999986,14,2021-02-02,00:03:41,PT2,Ok
725,2,93.79999999999978,13,2021-02-09,00:03:58,PT1,Ok
569,2,94.69999999999973,13,2021-02-03,00:02:20,PT2,TemperatureTooLow
273,2,93.79999999999978,13,2021-02-02,00:02:44,PT1,Ok
482,2,93.5999999999998,13,2021-02-19,00:02:33,PT1,Ok
383,2,90.99999999999994,13,2021-02-25,00:01:19,PT2,Ok
666,2,90.1,12,2021-02-26,00:02:49,PT2,Ok
125,2,95.1999999999997,13,2021-02-03,00:02:28,PT2,Ok
674,2,91.89999999999989,13,2021-02-02,00:03:04,PT1,Ok
766,2,91.39999999999992,14,2021-02-23,00:03:02,PT2,Ok
173,2,91.49999999999991,12,2021-02-27,00:01:44,PT2,Ok
64,2,90.99999999999994,13,2021-02-12,00:02:34,PT1,Ok
672,2,90.99999999999994,12,2021-02-18,00:03:48,PT2,TemperatureTooHigh
293,2,93.3999999999998,12,2021-02-16,00:01:29,PT2,Ok
949,2,94.69999999999973,12,2021-02-20,00:01:21,PT1,Ok
699,2,94.49999999999974,13,2021-02-12,00:03:44,PT1,TemperatureTooLow
221,2,94.79999999999973,12,2021-02-21,00:02:34,PT2,Ok
34,2,90.59999999999997,12,2021-02-15,00:02:15,PT2,Ok
733,2,94.59999999999974,12,2021-02-05,00:03:29,PT2,Ok
749,2,94.29999999999976,13,2021-02-07,00:01:21,PT2,Ok
68,2,91.59999999999991,14,2021-02-15,00:01:57,PT2,Ok
203,2,94.09999999999977,13,2021-02-28,00:01:10,PT1,Ok
508,2,91.7999999999999,14,2021-02-22,00:02:40,PT1,Ok
386,2,94.99999999999972,13,2021-02-25,00:03:27,PT2,Ok
892,2,92.09999999999988,13,2021-02-11,00:02:33,PT1,Ok
32,2,92.29999999999987,13,2021-02-23,00:03:54,PT2,Ok
690,2,92.59999999999985,13,2021-02-24,00:02:22,PT1,Ok
881,2,94.99999999999972,14,2021-02-09,00:01:31,PT2,TemperatureTooLow
552,2,91.6999999999999,13,2021-02-16,00:03:20,PT2,Ok
217,2,90.1,12,2021-02-18,00:02:24,PT2,Ok
448,2,93.4999999999998,13,2021-02-07,00:01:47,PT1,Ok
664,2,91.59999999999991,14,2021-02-17,00:01:16,PT2,Ok
637,2,93.29999999999981,14,2021-02-05,00:03:13,PT1,Ok
453,2,92.59999999999985,12,2021-02-02,00:03:23,PT1,Ok
469,2,93.69999999999979,12,2021-02-04,00:02:52,PT1,Ok
539,2,95.2999999999997,13,2021-02-16,00:02:16,PT1,Ok
175,2,94.49999999999974,12,2021-02-27,00:02:12,PT2,Ok
860,2,93.4999999999998,13,2021-02-03,00:01:29,PT2,Ok
815,2,92.39999999999986,13,2021-02-12,00:01:45,PT1,Ok
969,2,93.89999999999978,12,2021-02-13,00:03:30,PT2,Ok
677,2,91.49999999999991,14,2021-02-18,00:01:43,PT1,Ok
39,2,91.29999999999993,13,2021-02-03,00:01:31,PT2,Ok
759,2,91.19999999999993,12,2021-02-11,00:02:58,PT2,Ok
316,2,93.4999999999998,13,2021-02-04,00:03:37,PT1,TemperatureTooLow
487,2,91.89999999999989,14,2021-02-14,00:03:08,PT1,Ok
805,2,92.39999999999986,14,2021-02-21,00:02:12,PT1,Ok
260,2,94.69999999999973,14,2021-02-01,00:02:30,PT2,Ok
772,2,94.99999999999972,14,2021-02-22,00:03:25,PT1,Ok
536,2,94.29999999999976,14,2021-02-28,00:02:31,PT1,Ok
663,2,90.29999999999998,14,2021-02-02,00:02:26,PT1,Ok
619,2,93.69999999999979,13,2021-02-14,00:01:11,PT1,TemperatureTooLow
503,2,94.09999999999977,13,2021-02-27,00:03:27,PT2,Ok
724,2,92.79999999999984,12,2021-02-20,00:03:20,PT1,Ok
922,2,90.49999999999997,12,2021-02-06,00:01:30,PT2,Ok
883,2,90.69999999999996,14,2021-02-17,00:01:46,PT1,Ok
296,2,93.89999999999978,13,2021-02-07,00:02:35,PT2,Ok
233,2,92.29999999999987,12,2021-02-28,00:03:24,PT1,TemperatureTooHigh
497,2,92.79999999999984,12,2021-02-19,00:02:25,PT1,Ok
901,2,91.39999999999992,14,2021-02-21,00:03:44,PT2,Ok
621,2,92.89999999999984,13,2021-02-20,00:03:19,PT1,Ok
250,2,91.99999999999989,13,2021-02-21,00:02:10,PT1,Ok
790,2,91.7999999999999,14,2021-02-08,00:01:20,PT1,Ok
960,2,92.69999999999985,14,2021-02-14,00:02:39,PT2,Ok
553,2,92.89999999999984,12,2021-02-26,00:01:58,PT2,Ok
267,2,94.89999999999972,12,2021-02-21,00:02:53,PT1,Ok
470,2,95.3999999999997,14,2021-02-06,00:01:48,PT1,Ok
770,2,90.99999999999994,14,2021-02-04,00:02:06,PT2,Ok
590,2,90.99999999999994,12,2021-02-15,00:03:13,PT1,Ok
628,2,90.89999999999995,12,2021-02-07,00:01:52,PT2,Ok
859,2,94.99999999999972,13,2021-02-06,00:02:06,PT2,Ok
632,2,92.49999999999986,13,2021-02-04,00:01:18,PT1,Ok
870,2,92.09999999999988,14,2021-02-27,00:01:18,PT2,Ok
588,2,95.2999999999997,13,2021-02-21,00:02:10,PT1,Ok
86,2,93.79999999999978,12,2021-02-12,00:03:14,PT1,Ok
606,2,94.49999999999974,13,2021-02-21,00:02:40,PT2,Ok
277,2,91.19999999999993,12,2021-02-28,00:02:41,PT1,Ok
70,2,95.1999999999997,13,2021-02-06,00:03:07,PT2,Ok
206,2,91.6999999999999,13,2021-02-12,00:02:35,PT2,Ok
44,2,93.69999999999979,12,2021-02-03,00:01:15,PT2,Ok
768,2,94.29999999999976,14,2021-02-22,00:03:08,PT2,
299,2,94.39999999999975,14,2021-02-28,00:02:57,PT2,Ok
955,2,95.2999999999997,13,2021-02-12,00:01:21,PT2,Ok
834,2,90.19999999999999,12,2021-02-27,00:01:19,PT1,Ok
262,2,95.49999999999969,13,2021-02-13,00:03:13,PT1,TemperatureTooHigh
873,2,94.39999999999975,13,2021-02-06,00:01:53,PT2,TemperatureTooLow
343,2,90.89999999999995,12,2021-02-04,00:02:29,PT1,TemperatureTooLow
414,2,91.89999999999989,13,2021-02-03,00:03:40,PT2,TemperatureTooHigh
440,2,93.4999999999998,12,2021-02-26,00:01:35,PT2,Ok
707,2,92.29999999999987,14,2021-02-04,00:02:36,PT2,TemperatureTooHigh
347,2,90.49999999999997,12,2021-02-25,00:03:38,PT2,TemperatureTooLow
212,2,90.1,13,2021-02-14,00:01:11,PT2,Ok
301,2,91.99999999999989,14,2021-02-19,00:02:11,PT2,TemperatureTooLow
434,2,94.69999999999973,13,2021-02-17,00:01:00,PT2,TemperatureTooHigh
7,2,92.49999999999986,13,2021-02-19,00:01:07,PT1,Ok
741,2,92.39999999999986,13,2021-02-24,00:03:04,PT2,
49,2,95.09999999999971,13,2021-02-01,00:03:37,PT2,Ok
601,2,92.49999999999986,14,2021-02-15,00:02:24,PT1,Ok
315,2,91.29999999999993,13,2021-02-10,00:01:59,PT1,TemperatureTooHigh
51,2,90.39999999999998,13,2021-02-05,00:03:56,PT2,TemperatureTooLow
965,2,90.59999999999997,14,2021-02-10,00:02:55,PT1,Ok
30,2,92.99999999999983,14,2021-02-15,00:02:15,PT1,Ok
456,2,93.79999999999978,13,2021-02-27,00:01:06,PT2,Ok
381,2,91.09999999999994,13,2021-02-17,00:03:00,PT1,Ok
513,2,91.59999999999991,14,2021-02-05,00:01:25,PT1,TemperatureTooLow
186,2,90.19999999999999,14,2021-02-22,00:01:27,PT1,Ok
353,2,92.89999999999984,12,2021-02-24,00:03:23,PT1,Ok
157,2,90.1,13,2021-02-07,00:01:33,PT1,Ok
81,2,95.3999999999997,13,2021-02-06,00:01:57,PT1,Ok
11,2,95.2999999999997,12,2021-02-03,00:01:09,PT1,Ok
709,2,92.69999999999985,14,2021-02-27,00:03:35,PT2,Ok
670,2,91.29999999999993,14,2021-02-28,00:02:05,PT2,Ok
92,2,91.29999999999993,14,2021-02-17,00:01:54,PT1,Ok
742,2,92.69999999999985,13,2021-02-25,00:01:51,PT1,TemperatureTooHigh
845,2,91.39999999999992,13,2021-02-03,00:02:49,PT2,Ok
36,2,93.89999999999978,14,2021-02-26,00:03:12,PT2,Ok
407,2,94.19999999999976,13,2021-02-18,00:01:38,PT2,TemperatureTooLow
90,2,91.7999999999999,12,2021-02-10,00:02:14,PT2,Ok
793,2,95.3999999999997,14,2021-02-22,00:03:52,PT2,Ok
610,2,90.79999999999995,12,2021-02-14,00:01:45,PT1,Ok
854,2,92.19999999999987,12,2021-02-11,00:02:09,PT2,Ok
29,2,94.49999999999974,13,2021-02-14,00:02:07,PT2,Ok
85,2,91.7999999999999,14,2021-02-12,00:01:27,PT2,Ok
294,2,93.79999999999978,14,2021-02-01,00:03:30,PT2,Ok
475,2,91.19999999999993,12,2021-02-07,00:03:31,PT1,Ok
729,2,92.79999999999984,12,2021-02-07,00:03:41,PT2,TemperatureTooHigh
413,2,93.19999999999982,13,2021-02-24,00:02:19,PT1,Ok
132,2,91.99999999999989,12,2021-02-25,00:01:40,PT2,Ok
457,2,90.39999999999998,13,2021-02-15,00:03:47,PT2,Ok
