Component_ID,Teststation_ID,Feature1,Feature2,Date,Time,Category,Product_Type,Error_Message
76,1,1.3,50,2021-01-09,00:01:25,Red,PT1,TemperatureTooHigh
421,1,1.3,58,2020-12-03,00:03:40,Yellow,PT1,Ok
727,1,1.2,54,2020-12-20,00:02:38,Yellow,PT1,Ok
640,1,1.3,57,2021-01-18,00:03:20,Yellow,PT2,Ok
736,1,1.3,58,2021-01-27,00:03:15,Blue,PT2,Ok
301,1,1.3,59,2021-01-01,00:02:09,Yellow,PT1,Ok
710,1,1.3,55,2021-01-24,00:02:55,Blue,PT1,Ok
715,1,1.2,56,2020-12-29,00:01:47,Green,PT1,Ok
774,1,1.2,53,2021-01-26,00:01:42,Yellow,PT1,Ok
539,1,1.2,54,2020-12-15,00:03:03,Blue,PT1,25285585
882,1,1.3,54,2021-01-19,00:02:52,Red,PT1,Ok
732,1,1.2,56,2021-01-12,00:03:26,Green,PT2,
336,1,1.2,51,2020-12-13,00:02:10,Yellow,PT1,93725509
724,1,1.2,59,2021-01-25,00:03:39,Blue,PT1,Ok
242,1,1.3,51,2021-01-23,00:01:54,Blue,PT2,Ok
517,1,1.3,52,2020-12-31,00:03:52,Blue,PT2,
54,1,1.2,53,2021-01-08,00:03:35,Yellow,PT2,Ok
59,1,1.2,57,2020-12-25,00:02:26,Green,PT1,Ok
840,1,1.2,54,2021-01-20,00:03:36,Green,PT1,Ok
80,1,1.2,51,2021-01-22,00:03:33,Yellow,PT2,Ok
614,1,1.2,53,2020-12-09,00:01:19,Green,PT2,Ok
388,1,1.3,51,2021-01-01,00:03:06,Blue,PT1,Ok
430,1,1.2,50,2021-01-14,00:01:58,Yellow,PT2,Ok
120,1,1.2,55,2021-01-17,00:02:30,Red,PT1,Ok
95,1,1.2,52,2021-01-16,00:01:38,Yellow,PT2,Ok
32,1,1.2,53,2020-12-20,00:02:59,Blue,PT1,Ok
521,1,1.2,50,2020-12-06,00:01:22,Blue,PT1,Ok
943,1,1.2,56,2020-12-07,00:02:58,Yellow,PT2,Ok
625,1,1.3,57,2020-12-11,00:01:42,Red,PT1,Ok
61,1,1.2,58,2020-12-03,00:01:55,Red,PT2,Ok
436,1,1.3,56,2021-01-03,00:02:48,Blue,PT2,TemperatureTooLow
139,1,1.2,52,2020-12-09,00:01:56,Yellow,PT2,Ok
904,1,1.2,58,2021-01-18,00:03:46,Blue,PT2,Ok
418,1,1.2,51,2020-12-05,00:01:04,Green,PT2,TemperatureTooLow
632,1,1.2,55,2020-12-05,00:01:48,Blue,PT2,Ok
504,1,1.2,55,2020-12-27,00:01:11,Yellow,PT2,Ok
438,1,1.3,59,2020-12-31,00:03:14,Yellow,PT2,Ok
244,1,1.3,59,2021-01-16,00:03:10,Yellow,PT2,Ok
558,1,1.3,57,2021-01-13,00:03:15,Yellow,PT1,Ok
293,1,1.2,59,2021-01-01,00:01:34,Green,PT1,Ok
255,1,1.3,53,2020-12-07,00:03:15,Yellow,PT2,Ok
85,1,1.3,56,2020-12-03,00:03:50,Green,PT2,Ok
858,1,1.2,56,2020-12-17,00:01:04,Green,PT1,Ok
489,1,1.2,57,2021-01-29,00:01:36,Yellow,PT2,Ok
598,1,1.2,55,2021-01-17,00:02:41,Blue,PT1,Ok
23,1,1.2,53,2020-12-07,00:01:18,Yellow,PT2,Ok
333,1,1.3,55,2020-12-13,00:01:31,Green,PT1,TemperatureTooHigh
386,1,1.2,57,2020-12-21,00:01:57,Blue,PT2,Ok
853,1,1.3,56,2021-01-31,00:03:11,Yellow,PT1,TemperatureTooLow
773,1,1.2,50,2020-12-03,00:02:24,Yellow,PT2,Ok
179,1,1.2,52,2020-12-17,00:02:55,Yellow,PT1,Ok
859,1,1.2,53,2021-01-27,00:01:27,Red,PT2,Ok
146,1,1.3,51,2021-01-07,00:01:25,Yellow,PT1,Ok
891,1,1.2,58,2020-12-31,00:03:12,Red,PT1,Ok
324,1,1.3,50,2021-01-08,00:02:53,Green,PT1,TemperatureTooHigh
392,1,1.3,57,2021-01-03,00:01:35,Blue,PT1,Ok
304,1,1.2,55,2021-01-09,00:01:02,Yellow,PT1,Ok
563,1,1.2,52,2020-12-13,00:01:32,Yellow,PT2,Ok
377,1,1.3,51,2021-01-23,00:03:34,Green,PT2,Ok
460,1,1.3,54,2021-01-31,00:02:25,Yellow,PT1,Ok
397,1,1.2,50,2021-01-11,00:02:19,Yellow,PT2,74059961
147,1,1.3,54,2021-01-02,00:02:40,Red,PT1,Ok
604,1,1.2,52,2020-12-05,00:02:56,Yellow,PT1,TemperatureTooHigh
125,1,1.3,55,2020-12-20,00:03:04,Green,PT1,
251,1,1.3,51,2021-01-01,00:02:43,Yellow,PT1,Ok
169,1,1.3,58,2021-01-26,00:03:44,Red,PT2,Ok
98,1,1.3,56,2020-12-24,00:01:44,Green,PT2,Ok
385,1,1.2,57,2021-01-25,00:02:58,Green,PT1,Ok
498,1,1.2,54,2021-01-22,00:01:13,Blue,PT2,Ok
713,1,1.2,53,2020-12-31,00:02:45,Blue,PT2,Ok
628,1,1.2,51,2020-12-11,00:01:35,Yellow,PT1,
214,1,1.3,51,2021-01-18,00:02:00,Blue,PT2,Ok
499,1,1.3,51,2021-01-06,00:02:54,Red,PT2,Ok
215,1,1.2,51,2020-12-13,00:02:00,Green,PT1,Ok
350,1,1.2,51,2021-01-15,00:03:43,Red,PT1,Ok
866,1,1.2,54,2021-01-07,00:02:49,Red,PT2,Ok
72,1,1.3,53,2021-01-18,00:01:19,Blue,PT1,
248,1,1.2,59,2021-01-15,00:01:02,Green,PT2,Ok
351,1,1.2,55,2021-01-28,00:03:23,Green,PT2,TemperatureTooHigh
291,1,1.3,56,2021-01-24,00:01:29,Green,PT2,Ok
735,1,1.3,51,2021-01-19,00:02:39,Red,PT1,Ok
141,1,1.2,55,2020-12-03,00:02:45,Blue,PT2,TemperatureTooHigh
712,1,1.2,50,2020-12-02,00:02:28,Blue,PT2,Ok
746,1,1.3,58,2021-01-01,00:01:08,Red,PT2,Ok
199,1,1.3,52,2021-01-13,00:01:49,Green,PT1,Ok
953,1,1.2,58,2021-01-20,00:01:40,Blue,PT1,TemperatureTooHigh
717,1,1.3,57,2021-01-09,00:01:38,Blue,PT2,Ok
922,1,1.3,59,2021-01-24,00:02:35,Green,PT1,Ok
595,1,1.2,54,2021-01-22,00:02:40,Blue,PT2,Ok
533,1,1.3,52,2020-12-18,00:01:34,Red,PT1,Ok
319,1,1.2,54,2021-01-18,00:03:23,Red,PT2,TemperatureTooHigh
463,1,1.2,52,2020-12-12,00:02:42,Blue,PT1,Ok
483,1,1.3,56,2020-12-11,00:01:24,Green,PT2,Ok
121,1,1.2,55,2020-12-29,00:02:58,Yellow,PT2,Ok
758,1,1.2,52,2020-12-24,00:01:13,Red,PT1,Ok
899,1,1.3,55,2021-01-27,00:02:09,Blue,PT2,Ok
196,1,1.2,57,2021-01-07,00:02:53,Red,PT1,Ok
581,1,1.3,55,2021-01-18,00:03:23,Blue,PT2,
751,1,1.2,58,2020-12-12,00:02:13,Yellow,PT2,Ok
599,1,1.3,58,2021-01-24,00:03:40,Blue,PT2,Ok
340,1,1.3,57,2021-01-27,00:03:26,Yellow,PT1,TemperatureTooLow
668,1,1.2,56,2021-01-04,00:01:16,Red,PT2,Ok
5,1,1.3,51,2020-12-01,00:02:20,Green,PT1,Ok
133,1,1.3,59,2021-01-24,00:03:35,Red,PT2,Ok
814,1,1.2,58,2020-12-12,00:02:59,Blue,PT2,Ok
487,1,1.2,54,2021-01-25,00:01:49,Yellow,PT2,TemperatureTooLow
503,1,1.3,58,2020-12-31,00:01:11,Yellow,PT1,Ok
239,1,1.3,51,2020-12-27,00:02:51,Green,PT2,Ok
978,1,1.3,53,2021-01-16,00:01:14,Blue,PT1,Ok
582,1,1.3,59,2021-01-08,00:02:22,Blue,PT1,Ok
116,1,1.3,52,2020-12-12,00:01:31,Green,PT2,Ok
918,1,1.2,54,2020-12-22,00:03:41,Red,PT2,Ok
122,1,1.2,53,2021-01-06,00:01:28,Blue,PT1,Ok
822,1,1.3,58,2021-01-12,00:01:00,Red,PT1,Ok
369,1,1.3,53,2021-01-09,00:02:13,Yellow,PT1,Ok
933,1,1.2,59,2021-01-19,00:03:50,Blue,PT2,Ok
413,1,1.2,59,2021-01-09,00:02:10,Yellow,PT1,Ok
838,1,1.3,55,2021-01-27,00:02:38,Blue,PT1,Ok
345,1,1.3,52,2021-01-29,00:03:44,Red,PT1,Ok
175,1,1.3,59,2020-12-18,00:03:16,Blue,PT2,Ok
565,1,1.2,54,2021-01-06,00:02:06,Green,PT1,Ok
527,1,1.3,52,2021-01-21,00:02:15,Blue,PT2,Ok
783,1,1.2,54,2020-12-23,00:01:34,Red,PT1,Ok
117,1,1.2,59,2020-12-25,00:02:09,Red,PT2,Ok
852,1,1.3,50,2020-12-09,00:02:01,Red,PT1,Ok
784,1,1.3,58,2021-01-19,00:01:58,Green,PT1,Ok
656,1,1.2,57,2020-12-21,00:03:20,Green,PT2,Ok
927,1,1.2,58,2021-01-20,00:03:03,Yellow,PT2,Ok
428,1,1.2,51,2021-01-04,00:03:52,Red,PT2,Ok
719,1,1.2,56,2021-01-24,00:01:05,Yellow,PT1,Ok
197,1,1.2,53,2020-12-25,00:03:50,Yellow,PT2,Ok
18,1,1.3,55,2021-01-27,00:02:36,Yellow,PT1,Ok
287,1,1.2,53,2020-12-26,00:03:44,Green,PT2,Ok
553,1,1.2,52,2020-12-15,00:01:48,Yellow,PT2,Ok
803,1,1.2,51,2020-12-07,00:01:21,Red,PT2,Ok
236,1,1.3,52,2020-12-14,00:03:43,Green,PT1,TemperatureTooHigh
43,1,1.3,59,2020-12-26,00:01:26,Blue,PT1,TemperatureTooHigh
731,1,1.2,53,2021-01-14,00:02:30,Green,PT1,Ok
481,1,1.3,55,2020-12-22,00:02:51,Blue,PT2,Ok
874,1,1.2,50,2021-01-06,00:02:37,Blue,PT1,Ok
177,1,1.2,51,2021-01-18,00:03:23,Red,PT2,Ok
450,1,1.2,50,2021-01-11,00:02:38,Blue,PT2,Ok
266,1,1.2,51,2021-01-10,00:01:44,Red,PT1,Ok
674,1,1.3,50,2021-01-25,00:03:16,Blue,PT2,Ok
235,1,1.3,57,2021-01-04,00:02:27,Red,PT2,Ok
47,1,1.3,55,2021-01-29,00:03:10,Blue,PT1,Ok
816,1,1.2,50,2021-01-03,00:03:48,Yellow,PT1,Ok
868,1,1.3,56,2020-12-10,00:03:28,Blue,PT1,Ok
898,1,1.3,52,2021-01-19,00:01:56,Red,PT2,Ok
633,1,1.2,54,2020-12-27,00:03:37,Yellow,PT2,Ok
75,1,1.3,58,2021-01-28,00:02:15,Green,PT1,Ok
985,1,1.3,58,2021-01-06,00:01:21,Red,PT2,Ok
233,1,1.2,56,2021-01-22,00:01:42,Blue,PT1,Ok
689,1,1.3,55,2020-12-23,00:02:41,Yellow,PT1,Ok
217,1,1.3,50,2021-01-05,00:01:03,Blue,PT1,Ok
374,1,1.2,53,2021-01-07,00:01:29,Blue,PT1,Ok
886,1,1.3,52,2021-01-28,00:01:21,Blue,PT1,Ok
709,1,1.2,54,2021-01-11,00:02:59,Yellow,PT1,Ok
53,1,1.3,56,2021-01-14,00:03:48,Red,PT1,Ok
206,1,1.2,54,2020-12-26,00:03:38,Green,PT1,Ok
347,1,1.2,56,2020-12-25,00:02:18,Blue,PT2,Ok
672,1,1.2,57,2021-01-16,00:02:19,Red,PT2,Ok
399,1,1.2,56,2020-12-31,00:02:12,Yellow,PT2,Ok
947,1,1.2,56,2020-12-03,00:01:04,Red,PT2,Ok
56,1,1.2,52,2020-12-02,00:02:44,Red,PT1,Ok
14,1,1.2,58,2020-12-01,00:01:32,Red,PT2,Ok
114,1,1.2,54,2021-01-10,00:01:22,Blue,PT1,Ok
337,1,1.3,50,2020-12-24,00:01:53,Green,PT2,Ok
104,1,1.3,52,2021-01-02,00:01:37,Red,PT1,Ok
427,1,1.2,58,2021-01-04,00:02:33,Blue,PT2,Ok
26,1,1.3,53,2020-12-09,00:02:01,Green,PT1,Ok
606,1,1.2,54,2020-12-04,00:02:35,Red,PT2,TemperatureTooLow
484,1,1.2,54,2020-12-29,00:02:24,Blue,PT2,Ok
308,1,1.2,52,2020-12-28,00:03:10,Blue,PT2,Ok
201,1,1.3,56,2021-01-09,00:01:49,Red,PT2,Ok
158,1,1.3,51,2021-01-02,00:02:11,Blue,PT2,Ok
513,1,1.3,52,2021-01-10,00:02:01,Yellow,PT2,Ok
723,1,1.3,55,2021-01-15,00:02:05,Yellow,PT2,Ok
549,1,1.2,52,2020-12-19,00:01:28,Blue,PT1,TemperatureTooLow
960,1,1.3,54,2020-12-28,00:02:12,Green,PT2,Ok
699,1,1.2,58,2020-12-24,00:03:53,Blue,PT1,Ok
410,1,1.3,59,2021-01-23,00:02:38,Green,PT1,Ok
865,1,1.3,53,2020-12-11,00:03:01,Red,PT1,Ok
508,1,1.3,54,2020-12-23,00:02:06,Blue,PT1,Ok
509,1,1.2,59,2020-12-18,00:03:32,Red,PT1,Ok
560,1,1.3,54,2020-12-29,00:02:06,Green,PT2,Ok
186,1,1.2,56,2021-01-25,00:01:49,Blue,PT1,Ok
576,1,1.2,51,2021-01-19,00:03:20,Green,PT2,Ok
592,1,1.2,59,2020-12-13,00:03:58,Blue,PT1,Ok
506,1,1.2,51,2020-12-07,00:01:07,Green,PT2,Ok
12,1,1.3,52,2020-12-11,00:01:10,Green,PT1,TemperatureTooHigh
630,1,1.3,54,2021-01-18,00:01:37,Red,PT1,Ok
686,1,1.2,58,2021-01-22,00:02:43,Red,PT1,Ok
359,1,1.2,50,2021-01-08,00:01:01,Yellow,PT1,Ok
113,1,1.2,59,2021-01-23,00:02:30,Red,PT1,Ok
290,1,1.3,54,2020-12-13,00:01:54,Blue,PT2,
934,1,1.2,58,2020-12-11,00:02:57,Blue,PT2,Ok
257,1,1.3,59,2021-01-10,00:01:15,Yellow,PT1,Ok
269,1,1.2,59,2021-01-25,00:03:06,Red,PT1,Ok
944,1,1.2,56,2020-12-21,00:03:16,Blue,PT2,Ok
536,1,1.3,55,2020-12-03,00:03:42,Blue,PT1,Ok
205,1,1.2,52,2021-01-31,00:01:52,Blue,PT2,Ok
682,1,1.3,56,2020-12-27,00:02:35,Red,PT1,Ok
631,1,1.2,51,2021-01-07,00:02:08,Blue,PT2,Ok
294,1,1.2,57,2021-01-15,00:01:30,Green,PT1,Ok
648,1,1.3,53,2021-01-15,00:03:33,Blue,PT1,Ok
963,1,1.3,55,2021-01-22,00:03:42,Yellow,PT2,Ok
892,1,1.3,51,2020-12-10,00:01:09,Green,PT2,Ok
384,1,1.2,56,2021-01-12,00:03:28,Yellow,PT1,Ok
523,1,1.2,56,2021-01-22,00:03:59,Blue,PT1,Ok
157,1,1.2,54,2020-12-23,00:02:02,Red,PT2,
19,1,1.2,56,2020-12-07,00:01:13,Green,PT1,Ok
352,1,1.2,52,2020-12-25,00:01:26,Blue,PT1,TemperatureTooHigh
520,1,1.2,53,2021-01-04,00:01:26,Green,PT2,Ok
574,1,1.2,59,2020-12-06,00:02:21,Blue,PT1,Ok
327,1,1.2,59,2020-12-25,00:02:33,Red,PT1,Ok
473,1,1.3,53,2021-01-26,00:02:18,Blue,PT2,Ok
973,1,1.3,50,2020-12-11,00:01:34,Yellow,PT2,Ok
888,1,1.2,53,2020-12-14,00:01:34,Yellow,PT2,TemperatureTooHigh
780,1,1.2,53,2020-12-20,00:01:21,Blue,PT1,Ok
760,1,1.3,50,2020-12-31,00:03:03,Yellow,PT2,Ok
538,1,1.2,58,2021-01-18,00:01:58,Green,PT2,Ok
273,1,1.3,59,2020-12-19,00:02:03,Yellow,PT1,Ok
846,1,1.3,55,2021-01-11,00:02:45,Red,PT1,Ok
496,1,1.3,54,2020-12-25,00:03:13,Red,PT1,Ok
97,1,1.2,50,2021-01-01,00:02:56,Green,PT2,Ok
836,1,1.2,56,2020-12-25,00:03:58,Blue,PT1,Ok
21,1,1.2,51,2021-01-11,00:01:56,Red,PT1,Ok
378,1,1.2,50,2021-01-13,00:02:58,Blue,PT2,Ok
705,1,1.3,54,2020-12-07,00:01:35,Blue,PT1,Ok
559,1,1.2,55,2020-12-05,00:02:58,Red,PT2,Ok
60,1,1.3,58,2020-12-27,00:01:24,Yellow,PT2,TemperatureTooHigh
38,1,1.2,56,2021-01-19,00:03:05,Yellow,PT1,Ok
613,1,1.2,58,2021-01-15,00:03:23,Yellow,PT2,Ok
64,1,1.2,53,2020-12-30,00:03:19,Blue,PT1,Ok
302,1,1.2,56,2021-01-08,00:01:46,Blue,PT1,Ok
493,1,1.3,55,2020-12-30,00:01:17,Yellow,PT2,Ok
174,1,1.3,50,2021-01-28,00:03:31,Red,PT1,Ok
986,1,1.2,55,2021-01-19,00:01:58,Red,PT1,Ok
969,1,1.2,55,2021-01-26,00:01:46,Green,PT2,TemperatureTooLow
952,1,1.2,57,2021-01-05,00:02:34,Red,PT1,Ok
684,1,1.3,54,2020-12-31,00:01:30,Green,PT1,Ok
972,1,1.2,55,2020-12-15,00:03:57,Green,PT1,Ok
913,1,1.3,59,2021-01-29,00:01:56,Blue,PT2,Ok
966,1,1.2,58,2020-12-18,00:02:18,Yellow,PT2,Ok
733,1,1.2,50,2020-12-30,00:02:11,Green,PT1,Ok
322,1,1.2,50,2020-12-11,00:01:32,Green,PT2,TemperatureTooHigh
722,1,1.3,58,2021-01-05,00:03:24,Green,PT2,Ok
443,1,1.3,53,2020-12-18,00:01:41,Green,PT2,Ok
68,1,1.3,53,2021-01-25,00:03:38,Blue,PT2,Ok
584,1,1.2,58,2021-01-21,00:02:44,Yellow,PT2,Ok
851,1,1.3,58,2021-01-31,00:02:02,Green,PT1,Ok
837,1,1.2,51,2021-01-22,00:02:03,Green,PT1,Ok
299,1,1.3,54,2020-12-06,00:01:53,Red,PT1,Ok
94,1,1.3,57,2020-12-06,00:02:57,Red,PT1,Ok
405,1,1.2,53,2020-12-12,00:02:15,Blue,PT2,TemperatureTooLow
568,1,1.2,54,2020-12-20,00:03:54,Red,PT2,Ok
673,1,1.2,55,2020-12-15,00:01:52,Green,PT1,Ok
281,1,1.3,59,2020-12-08,00:02:41,Red,PT2,Ok
108,1,1.2,58,2021-01-09,00:01:53,Green,PT1,Ok
437,1,1.3,51,2020-12-16,00:02:30,Blue,PT1,Ok
278,1,1.3,55,2020-12-19,00:02:26,Blue,PT2,TemperatureTooLow
863,1,1.2,54,2020-12-19,00:01:11,Green,PT1,Ok
441,1,1.2,54,2021-01-29,00:02:18,Green,PT1,Ok
375,1,1.3,55,2020-12-11,00:01:31,Blue,PT1,Ok
368,1,1.3,50,2021-01-16,00:01:04,Red,PT1,Ok
601,1,1.2,58,2021-01-27,00:01:23,Blue,PT2,Ok
479,1,1.2,55,2020-12-26,00:01:11,Green,PT2,Ok
636,1,1.3,52,2021-01-21,00:01:22,Green,PT1,Ok
46,1,1.2,52,2020-12-19,00:02:01,Red,PT2,Ok
468,1,1.3,54,2021-01-01,00:03:03,Green,PT1,Ok
466,1,1.3,51,2021-01-09,00:02:39,Yellow,PT1,Ok
912,1,1.3,57,2021-01-11,00:03:18,Green,PT1,Ok
786,1,1.2,56,2020-12-28,00:03:16,Blue,PT2,TemperatureTooLow
306,1,1.2,55,2021-01-04,00:02:10,Yellow,PT1,Ok
679,1,1.2,51,2020-12-25,00:02:10,Green,PT2,Ok
472,1,1.3,56,2021-01-26,00:01:43,Green,PT2,Ok
531,1,1.2,54,2021-01-30,00:02:36,Yellow,PT1,Ok
555,1,1.2,51,2020-12-29,00:01:38,Blue,PT2,TemperatureTooHigh
949,1,1.3,59,2020-12-13,00:01:01,Red,PT1,51831577
166,1,1.2,50,2020-12-31,00:02:48,Blue,PT2,Ok
515,1,1.2,59,2021-01-22,00:03:57,Green,PT2,Ok
680,1,1.3,54,2020-12-15,00:03:19,Green,PT1,Ok
908,1,1.3,52,2020-12-14,00:03:38,Yellow,PT2,Ok
683,1,1.3,56,2021-01-18,00:03:10,Green,PT2,TemperatureTooLow
84,1,1.2,56,2020-12-05,00:02:58,Red,PT1,59958608
766,1,1.2,52,2020-12-15,00:01:34,Yellow,PT1,Ok
785,1,1.3,57,2020-12-04,00:02:46,Red,PT1,Ok
312,1,1.2,51,2021-01-17,00:02:42,Green,PT2,Ok
754,1,1.3,55,2021-01-05,00:02:31,Red,PT1,
813,1,1.3,56,2020-12-11,00:01:44,Green,PT2,Ok
941,1,1.2,59,2021-01-26,00:01:08,Red,PT1,Ok
772,1,1.2,55,2021-01-08,00:03:59,Blue,PT2,Ok
702,1,1.2,56,2020-12-21,00:02:32,Green,PT1,Ok
494,1,1.2,56,2020-12-27,00:01:49,Green,PT1,Ok
695,1,1.3,50,2020-12-08,00:01:50,Yellow,PT2,Ok
905,1,1.2,52,2021-01-04,00:01:27,Red,PT1,TemperatureTooHigh
228,1,1.2,56,2021-01-09,00:03:18,Red,PT2,Ok
424,1,1.2,54,2020-12-04,00:01:33,Yellow,PT2,Ok
277,1,1.2,58,2020-12-01,00:01:12,Blue,PT1,Ok
381,1,1.3,54,2021-01-05,00:01:18,Green,PT1,Ok
149,1,1.3,50,2021-01-23,00:02:21,Blue,PT2,Ok
425,1,1.2,58,2020-12-03,00:03:21,Green,PT2,Ok
856,1,1.3,53,2021-01-01,00:02:26,Blue,PT1,Ok
159,1,1.3,52,2021-01-05,00:03:22,Blue,PT1,Ok
507,1,1.3,52,2020-12-16,00:01:46,Blue,PT2,Ok
761,1,1.2,55,2021-01-27,00:02:21,Yellow,PT2,Ok
910,1,1.3,58,2021-01-19,00:02:00,Green,PT2,Ok
951,1,1.2,55,2021-01-27,00:03:16,Green,PT2,Ok
138,1,1.3,57,2021-01-28,00:01:20,Green,PT1,Ok
317,1,1.2,50,2020-12-17,00:02:39,Blue,PT2,31645660
367,1,1.2,57,2020-12-23,00:02:04,Green,PT1,Ok
811,1,1.2,55,2020-12-28,00:03:17,Green,PT2,Ok
2,1,1.2,51,2020-12-14,00:03:23,Green,PT1,Ok
578,1,1.2,50,2021-01-21,00:03:32,Green,PT2,Ok
611,1,1.2,58,2021-01-13,00:02:38,Red,PT1,TemperatureTooHigh
823,1,1.3,56,2021-01-17,00:01:27,Green,PT2,Ok
67,1,1.3,54,2021-01-17,00:02:52,Yellow,PT2,Ok
334,1,1.2,53,2020-12-29,00:02:24,Yellow,PT1,Ok
707,1,1.2,52,2021-01-13,00:03:15,Red,PT1,Ok
637,1,1.3,50,2021-01-07,00:03:20,Blue,PT1,Ok
729,1,1.3,53,2020-12-12,00:02:51,Green,PT1,Ok
442,1,1.3,51,2020-12-24,00:02:48,Green,PT1,15198210
249,1,1.2,55,2021-01-31,00:01:52,Blue,PT1,Ok
993,1,1.3,54,2021-01-01,00:02:11,Blue,PT1,Ok
422,1,1.3,54,2021-01-18,00:01:32,Yellow,PT1,Ok
234,1,1.3,58,2021-01-20,00:03:36,Yellow,PT2,Ok
871,1,1.3,56,2020-12-25,00:01:09,Red,PT1,Ok
101,1,1.2,57,2020-12-29,00:03:51,Red,PT2,Ok
395,1,1.3,53,2020-12-03,00:02:34,Red,PT1,Ok
828,1,1.2,59,2021-01-19,00:03:17,Green,PT1,
224,1,1.2,52,2021-01-27,00:01:59,Blue,PT1,Ok
99,1,1.2,51,2020-12-05,00:03:09,Red,PT2,
876,1,1.3,52,2021-01-19,00:01:09,Blue,PT1,Ok
544,1,1.2,58,2021-01-24,00:02:21,Yellow,PT1,TemperatureTooHigh
657,1,1.3,59,2020-12-21,00:01:15,Yellow,PT1,Ok
71,1,1.2,54,2021-01-29,00:01:23,Green,PT1,Ok
406,1,1.2,50,2021-01-20,00:03:28,Yellow,PT2,Ok
315,1,1.3,52,2020-12-09,00:01:04,Blue,PT1,Ok
465,1,1.2,50,2021-01-11,00:01:44,Green,PT2,Ok
275,1,1.3,51,2021-01-16,00:02:28,Blue,PT2,Ok
270,1,1.3,55,2021-01-11,00:01:36,Green,PT1,Ok
453,1,1.3,51,2021-01-05,00:03:14,Green,PT1,Ok
39,1,1.2,53,2021-01-21,00:01:46,Yellow,PT1,Ok
462,1,1.3,51,2021-01-05,00:01:58,Red,PT2,TemperatureTooHigh
280,1,1.2,54,2021-01-24,00:01:31,Yellow,PT1,Ok
932,1,1.3,53,2021-01-07,00:01:28,Yellow,PT2,Ok
62,1,1.3,58,2020-12-15,00:02:00,Blue,PT1,Ok
907,1,1.2,52,2021-01-24,00:03:49,Red,PT2,Ok
750,1,1.3,50,2021-01-14,00:01:28,Blue,PT1,Ok
931,1,1.3,58,2021-01-07,00:03:11,Green,PT1,Ok
65,1,1.3,57,2021-01-11,00:02:36,Red,PT2,Ok
