Component_ID,Teststation_ID,Date,Time,Product_Type,Error_Message
426,3,2021-03-17,00:03:38,PT2,Ok
202,3,2021-03-27,00:03:28,PT2,Ok
52,3,2021-03-15,00:01:25,PT1,Ok
524,3,2021-03-21,00:02:50,PT2,TemperatureTooLow
229,3,2021-03-30,00:03:43,PT1,TemperatureTooLow
762,3,2021-03-07,00:02:40,PT1,Ok
217,3,2021-03-29,00:02:23,PT1,Ok
129,3,2021-03-09,00:02:48,PT2,Ok
278,3,2021-03-22,00:02:18,PT2,TemperatureTooLow
93,3,2021-03-11,00:01:26,PT1,Ok
87,3,2021-03-19,00:01:20,PT1,Ok
241,3,2021-03-22,00:03:35,PT1,Ok
16,3,2021-03-24,00:02:24,PT2,Ok
776,3,2021-03-07,00:02:09,PT1,Ok
809,3,2021-03-08,00:01:28,PT1,Ok
621,3,2021-03-22,00:03:35,PT1,Ok
118,3,2021-03-28,00:01:41,PT2,TemperatureTooLow
461,3,2021-03-06,00:03:21,PT2,Ok
965,3,2021-03-02,00:01:40,PT2,TemperatureTooLow
221,3,2021-03-30,00:03:58,PT2,TemperatureTooHigh
507,3,2021-03-07,00:01:43,PT1,Ok
516,3,2021-03-21,00:03:11,PT2,Ok
785,3,2021-03-16,00:01:44,PT1,Ok
30,3,2021-03-14,00:02:12,PT1,Ok
863,3,2021-03-31,00:02:31,PT1,Ok
525,3,2021-03-02,00:01:33,PT2,Ok
84,3,2021-03-11,00:03:34,PT2,Ok
696,3,2021-03-22,00:03:41,PT2,
515,3,2021-03-12,00:01:37,PT1,Ok
571,3,2021-03-17,00:02:46,PT2,Ok
763,3,2021-03-01,00:01:24,PT1,Ok
452,3,2021-03-05,00:02:53,PT1,Ok
879,3,2021-03-12,00:01:30,PT2,75221731
430,3,2021-03-24,00:02:33,PT1,Ok
189,3,2021-03-18,00:02:22,PT2,Ok
908,3,2021-03-08,00:02:35,PT2,Ok
116,3,2021-03-12,00:02:32,PT2,TemperatureTooHigh
628,3,2021-03-12,00:02:51,PT1,
179,3,2021-03-06,00:02:33,PT2,Ok
223,3,2021-03-17,00:02:18,PT2,Ok
531,3,2021-03-08,00:02:06,PT1,Ok
459,3,2021-03-25,00:01:05,PT1,TemperatureTooLow
882,3,2021-03-21,00:02:35,PT2,Ok
614,3,2021-03-02,00:01:30,PT1,Ok
375,3,2021-03-11,00:02:21,PT2,Ok
282,3,2021-03-15,00:01:07,PT2,Ok
969,3,2021-03-02,00:01:46,PT2,Ok
607,3,2021-03-14,00:03:25,PT2,Ok
336,3,2021-03-23,00:01:40,PT2,TemperatureTooLow
274,3,2021-03-23,00:03:21,PT1,TemperatureTooLow
953,3,2021-03-07,00:03:57,PT1,Ok
667,3,2021-03-28,00:02:02,PT1,TemperatureTooHigh
616,3,2021-03-09,00:03:37,PT1,TemperatureTooLow
171,3,2021-03-21,00:01:38,PT1,Ok
417,3,2021-03-15,00:03:05,PT1,TemperatureTooLow
277,3,2021-03-23,00:01:26,PT1,Ok
668,3,2021-03-12,00:01:45,PT2,Ok
92,3,2021-03-23,00:01:55,PT2,Ok
163,3,2021-03-28,00:02:06,PT1,Ok
423,3,2021-03-11,00:01:48,PT2,Ok
146,3,2021-03-01,00:03:59,PT2,Ok
205,3,2021-03-11,00:02:50,PT2,Ok
113,3,2021-03-30,00:01:08,PT2,Ok
884,3,2021-03-23,00:01:30,PT1,Ok
818,3,2021-03-18,00:03:55,PT2,TemperatureTooHigh
989,3,2021-03-27,00:02:04,PT1,Ok
112,3,2021-03-12,00:01:10,PT1,Ok
781,3,2021-03-25,00:03:47,PT2,TemperatureTooLow
72,3,2021-03-17,00:01:00,PT2,TemperatureTooLow
675,3,2021-03-30,00:01:50,PT1,Ok
806,3,2021-03-12,00:01:33,PT1,Ok
209,3,2021-03-05,00:02:09,PT1,Ok
779,3,2021-03-26,00:01:24,PT1,Ok
663,3,2021-03-24,00:01:10,PT1,Ok
32,3,2021-03-28,00:02:53,PT1,Ok
703,3,2021-03-13,00:02:24,PT2,Ok
465,3,2021-03-10,00:02:14,PT2,TemperatureTooLow
271,3,2021-03-03,00:01:02,PT1,Ok
283,3,2021-03-15,00:03:22,PT2,Ok
64,3,2021-03-07,00:03:05,PT1,Ok
943,3,2021-03-03,00:02:47,PT2,TemperatureTooLow
436,3,2021-03-24,00:01:00,PT2,TemperatureTooLow
755,3,2021-03-17,00:01:32,PT2,TemperatureTooHigh
122,3,2021-03-07,00:01:32,PT1,Ok
517,3,2021-03-30,00:01:39,PT1,Ok
234,3,2021-03-30,00:02:14,PT1,Ok
269,3,2021-03-19,00:02:30,PT1,Ok
203,3,2021-03-25,00:01:06,PT2,Ok
992,3,2021-03-03,00:03:58,PT1,TemperatureTooHigh
243,3,2021-03-09,00:03:16,PT2,TemperatureTooLow
575,3,2021-03-16,00:03:22,PT2,TemperatureTooLow
208,3,2021-03-26,00:02:27,PT1,Ok
946,3,2021-03-09,00:03:29,PT1,Ok
821,3,2021-03-15,00:02:55,PT2,Ok
357,3,2021-03-12,00:01:12,PT2,Ok
682,3,2021-03-09,00:03:20,PT1,Ok
185,3,2021-03-06,00:03:18,PT1,Ok
304,3,2021-03-26,00:01:26,PT2,Ok
346,3,2021-03-24,00:01:33,PT2,Ok
286,3,2021-03-05,00:02:14,PT2,TemperatureTooLow
862,3,2021-03-14,00:01:36,PT2,Ok
697,3,2021-03-10,00:02:30,PT2,TemperatureTooLow
652,3,2021-03-29,00:01:02,PT1,12939537
585,3,2021-03-04,00:03:03,PT1,Ok
584,3,2021-03-08,00:03:53,PT2,TemperatureTooLow
970,3,2021-03-07,00:01:32,PT1,61767843
962,3,2021-03-17,00:02:32,PT1,Ok
920,3,2021-03-22,00:03:18,PT1,Ok
990,3,2021-03-30,00:02:15,PT2,
558,3,2021-03-19,00:03:51,PT1,Ok
226,3,2021-03-30,00:03:21,PT1,Ok
256,3,2021-03-20,00:03:03,PT1,Ok
399,3,2021-03-16,00:03:50,PT2,Ok
877,3,2021-03-05,00:01:52,PT2,TemperatureTooLow
656,3,2021-03-30,00:02:16,PT1,Ok
110,3,2021-03-02,00:03:56,PT1,Ok
470,3,2021-03-07,00:01:06,PT1,TemperatureTooLow
487,3,2021-03-03,00:02:30,PT1,TemperatureTooHigh
251,3,2021-03-16,00:02:50,PT2,Ok
197,3,2021-03-02,00:03:55,PT1,TemperatureTooLow
527,3,2021-03-08,00:03:56,PT2,Ok
322,3,2021-03-09,00:02:43,PT1,Ok
352,3,2021-03-06,00:02:32,PT2,TemperatureTooLow
735,3,2021-03-24,00:03:23,PT1,Ok
791,3,2021-03-30,00:03:05,PT1,
954,3,2021-03-13,00:03:27,PT2,Ok
714,3,2021-03-01,00:02:29,PT2,Ok
911,3,2021-03-01,00:01:07,PT1,Ok
914,3,2021-03-09,00:02:39,PT1,Ok
394,3,2021-03-06,00:02:37,PT1,Ok
11,3,2021-03-11,00:03:50,PT1,TemperatureTooLow
777,3,2021-03-14,00:02:07,PT1,TemperatureTooLow
266,3,2021-03-12,00:01:37,PT2,Ok
674,3,2021-03-30,00:02:21,PT2,TemperatureTooLow
215,3,2021-03-30,00:02:03,PT1,7459347
121,3,2021-03-08,00:03:19,PT1,Ok
192,3,2021-03-20,00:02:08,PT2,Ok
65,3,2021-03-19,00:03:22,PT1,Ok
489,3,2021-03-27,00:03:49,PT1,Ok
61,3,2021-03-22,00:03:25,PT2,Ok
596,3,2021-03-08,00:02:08,PT1,Ok
467,3,2021-03-24,00:01:41,PT1,Ok
434,3,2021-03-01,00:01:10,PT1,Ok
473,3,2021-03-22,00:03:55,PT1,Ok
224,3,2021-03-06,00:01:17,PT2,Ok
994,3,2021-03-23,00:01:36,PT1,Ok
400,3,2021-03-19,00:03:04,PT2,Ok
27,3,2021-03-08,00:01:27,PT2,Ok
492,3,2021-03-03,00:01:34,PT1,Ok
124,3,2021-03-30,00:01:50,PT1,Ok
300,3,2021-03-30,00:02:42,PT1,Ok
837,3,2021-03-05,00:02:43,PT2,Ok
600,3,2021-03-29,00:02:19,PT2,Ok
442,3,2021-03-02,00:01:33,PT1,TemperatureTooHigh
213,3,2021-03-17,00:03:03,PT2,Ok
942,3,2021-03-19,00:02:35,PT1,Ok
523,3,2021-03-10,00:03:06,PT2,Ok
301,3,2021-03-04,00:03:32,PT1,Ok
748,3,2021-03-30,00:03:45,PT2,TemperatureTooLow
261,3,2021-03-21,00:03:35,PT1,Ok
228,3,2021-03-29,00:01:14,PT2,TemperatureTooLow
610,3,2021-03-11,00:03:22,PT1,Ok
518,3,2021-03-10,00:02:25,PT1,Ok
577,3,2021-03-07,00:03:57,PT1,Ok
960,3,2021-03-05,00:02:34,PT2,Ok
724,3,2021-03-02,00:03:44,PT2,Ok
312,3,2021-03-16,00:03:40,PT1,Ok
162,3,2021-03-31,00:03:02,PT1,TemperatureTooLow
637,3,2021-03-17,00:03:54,PT2,Ok
534,3,2021-03-15,00:03:02,PT2,Ok
929,3,2021-03-24,00:01:07,PT2,Ok
187,3,2021-03-05,00:01:54,PT1,TemperatureTooLow
38,3,2021-03-02,00:01:56,PT2,TemperatureTooLow
14,3,2021-03-10,00:03:44,PT1,Ok
557,3,2021-03-25,00:03:06,PT1,Ok
137,3,2021-03-31,00:01:43,PT2,TemperatureTooLow
959,3,2021-03-11,00:02:55,PT2,TemperatureTooLow
615,3,2021-03-03,00:03:37,PT2,Ok
367,3,2021-03-25,00:03:41,PT2,Ok
931,3,2021-03-16,00:01:04,PT1,Ok
154,3,2021-03-28,00:03:59,PT1,Ok
832,3,2021-03-25,00:01:21,PT2,Ok
886,3,2021-03-31,00:01:57,PT1,15292062
298,3,2021-03-18,00:02:02,PT1,TemperatureTooLow
170,3,2021-03-29,00:02:59,PT1,TemperatureTooHigh
100,3,2021-03-20,00:03:30,PT2,Ok
296,3,2021-03-26,00:03:55,PT1,TemperatureTooLow
749,3,2021-03-26,00:02:34,PT2,Ok
642,3,2021-03-09,00:03:08,PT1,Ok
76,3,2021-03-19,00:01:25,PT1,TemperatureTooHigh
533,3,2021-03-07,00:02:18,PT2,Ok
708,3,2021-03-16,00:03:25,PT1,Ok
31,3,2021-03-03,00:03:48,PT2,Ok
365,3,2021-03-16,00:02:54,PT1,Ok
159,3,2021-03-10,00:03:22,PT1,TemperatureTooLow
97,3,2021-03-10,00:03:19,PT1,Ok
750,3,2021-03-25,00:02:05,PT1,Ok
96,3,2021-03-26,00:02:00,PT2,Ok
280,3,2021-03-25,00:03:54,PT2,Ok
833,3,2021-03-16,00:03:32,PT1,TemperatureTooHigh
250,3,2021-03-18,00:03:25,PT1,Ok
90,3,2021-03-01,00:01:20,PT1,Ok
590,3,2021-03-18,00:01:52,PT2,TemperatureTooLow
433,3,2021-03-12,00:02:40,PT2,Ok
131,3,2021-03-20,00:02:36,PT1,
812,3,2021-03-28,00:03:55,PT2,Ok
956,3,2021-03-21,00:01:47,PT1,Ok
22,3,2021-03-22,00:03:54,PT1,Ok
684,3,2021-03-07,00:01:36,PT2,Ok
522,3,2021-03-12,00:02:02,PT2,TemperatureTooHigh
723,3,2021-03-25,00:01:00,PT1,TemperatureTooLow
796,3,2021-03-25,00:02:40,PT1,TemperatureTooLow
826,3,2021-03-27,00:03:11,PT2,TemperatureTooLow
681,3,2021-03-15,00:03:57,PT2,Ok
839,3,2021-03-25,00:02:01,PT1,TemperatureTooHigh
396,3,2021-03-03,00:03:46,PT2,Ok
951,3,2021-03-05,00:03:08,PT2,Ok
932,3,2021-03-09,00:01:08,PT2,Ok
475,3,2021-03-29,00:02:09,PT1,Ok
267,3,2021-03-16,00:01:18,PT1,Ok
66,3,2021-03-22,00:01:39,PT2,Ok
145,3,2021-03-23,00:01:34,PT1,Ok
843,3,2021-03-19,00:02:40,PT2,
506,3,2021-03-01,00:01:01,PT1,Ok
429,3,2021-03-18,00:01:53,PT2,TemperatureTooHigh
139,3,2021-03-15,00:02:11,PT1,Ok
57,3,2021-03-10,00:01:04,PT1,Ok
957,3,2021-03-21,00:01:58,PT1,Ok
729,3,2021-03-08,00:01:33,PT1,Ok
444,3,2021-03-26,00:03:43,PT2,Ok
875,3,2021-03-14,00:02:33,PT2,TemperatureTooLow
740,3,2021-03-12,00:03:12,PT2,Ok
361,3,2021-03-09,00:01:52,PT1,TemperatureTooHigh
678,3,2021-03-13,00:01:21,PT2,TemperatureTooLow
80,3,2021-03-11,00:01:06,PT1,TemperatureTooLow
401,3,2021-03-25,00:03:19,PT1,TemperatureTooLow
986,3,2021-03-02,00:01:23,PT2,Ok
650,3,2021-03-24,00:03:35,PT2,Ok
868,3,2021-03-08,00:01:27,PT1,Ok
231,3,2021-03-21,00:03:11,PT2,Ok
148,3,2021-03-18,00:03:35,PT2,Ok
537,3,2021-03-12,00:03:26,PT2,Ok
977,3,2021-03-16,00:02:05,PT2,TemperatureTooHigh
449,3,2021-03-07,00:02:01,PT1,Ok
242,3,2021-03-23,00:03:15,PT1,Ok
707,3,2021-03-07,00:02:10,PT1,Ok
774,3,2021-03-02,00:02:58,PT1,Ok
772,3,2021-03-16,00:01:38,PT2,TemperatureTooHigh
262,3,2021-03-28,00:01:07,PT1,Ok
705,3,2021-03-15,00:01:14,PT1,Ok
86,3,2021-03-31,00:01:24,PT2,Ok
178,3,2021-03-11,00:02:19,PT1,
39,3,2021-03-25,00:02:52,PT1,TemperatureTooHigh
232,3,2021-03-31,00:03:15,PT1,TemperatureTooLow
829,3,2021-03-19,00:02:37,PT2,Ok
299,3,2021-03-03,00:03:40,PT2,Ok
983,3,2021-03-06,00:02:45,PT2,Ok
880,3,2021-03-16,00:02:34,PT1,TemperatureTooLow
281,3,2021-03-05,00:02:15,PT2,TemperatureTooHigh
896,3,2021-03-27,00:01:33,PT2,Ok
840,3,2021-03-17,00:03:22,PT1,Ok
644,3,2021-03-01,00:02:29,PT2,Ok
325,3,2021-03-02,00:01:49,PT2,Ok
887,3,2021-03-27,00:02:51,PT1,Ok
102,3,2021-03-13,00:02:43,PT2,Ok
572,3,2021-03-15,00:03:38,PT2,Ok
50,3,2021-03-23,00:03:47,PT2,Ok
21,3,2021-03-08,00:03:42,PT1,Ok
407,3,2021-03-26,00:03:59,PT1,Ok
995,3,2021-03-11,00:03:00,PT1,Ok
219,3,2021-03-30,00:01:49,PT1,Ok
612,3,2021-03-04,00:03:06,PT2,Ok
104,3,2021-03-31,00:02:19,PT1,Ok
720,3,2021-03-12,00:01:47,PT1,Ok
769,3,2021-03-20,00:03:07,PT2,Ok
760,3,2021-03-08,00:03:03,PT1,TemperatureTooHigh
895,3,2021-03-13,00:02:51,PT2,
733,3,2021-03-07,00:02:23,PT2,Ok
485,3,2021-03-10,00:02:23,PT2,Ok
778,3,2021-03-09,00:02:41,PT2,Ok
783,3,2021-03-03,00:02:54,PT2,Ok
98,3,2021-03-26,00:03:52,PT2,Ok
493,3,2021-03-08,00:03:28,PT1,Ok
976,3,2021-03-05,00:03:49,PT1,Ok
669,3,2021-03-31,00:01:47,PT1,Ok
413,3,2021-03-19,00:01:34,PT2,Ok
488,3,2021-03-20,00:02:43,PT2,Ok
341,3,2021-03-26,00:01:01,PT2,Ok
343,3,2021-03-12,00:02:44,PT2,Ok
349,3,2021-03-21,00:03:27,PT2,TemperatureTooHigh
925,3,2021-03-17,00:02:32,PT1,Ok
184,3,2021-03-30,00:02:37,PT2,TemperatureTooHigh
168,3,2021-03-17,00:01:30,PT1,Ok
789,3,2021-03-01,00:01:48,PT2,Ok
78,3,2021-03-18,00:01:46,PT2,TemperatureTooLow
227,3,2021-03-30,00:03:43,PT1,Ok
751,3,2021-03-04,00:03:06,PT1,Ok
867,3,2021-03-25,00:03:29,PT2,
605,3,2021-03-19,00:03:46,PT2,Ok
451,3,2021-03-31,00:02:47,PT1,Ok
919,3,2021-03-22,00:02:45,PT1,Ok
275,3,2021-03-30,00:03:33,PT1,Ok
587,3,2021-03-17,00:02:49,PT1,Ok
233,3,2021-03-15,00:03:49,PT1,Ok
810,3,2021-03-07,00:03:43,PT1,Ok
904,3,2021-03-01,00:02:38,PT2,Ok
43,3,2021-03-14,00:01:26,PT2,TemperatureTooLow
411,3,2021-03-17,00:02:33,PT1,Ok
963,3,2021-03-20,00:02:57,PT2,Ok
260,3,2021-03-14,00:01:48,PT1,Ok
936,3,2021-03-03,00:03:27,PT2,Ok
480,3,2021-03-17,00:02:59,PT2,Ok
141,3,2021-03-20,00:03:03,PT1,Ok
710,3,2021-03-25,00:01:39,PT1,Ok
901,3,2021-03-15,00:01:32,PT2,TemperatureTooLow
315,3,2021-03-10,00:02:13,PT2,Ok
773,3,2021-03-03,00:02:06,PT2,Ok
60,3,2021-03-24,00:02:23,PT2,TemperatureTooLow
514,3,2021-03-04,00:03:51,PT1,Ok
107,3,2021-03-25,00:01:35,PT1,Ok
906,3,2021-03-03,00:02:41,PT2,Ok
706,3,2021-03-20,00:01:49,PT2,Ok
574,3,2021-03-03,00:02:37,PT2,Ok
222,3,2021-03-22,00:03:38,PT2,Ok
691,3,2021-03-24,00:01:32,PT1,TemperatureTooLow
676,3,2021-03-24,00:03:32,PT1,Ok
980,3,2021-03-15,00:01:18,PT2,Ok
120,3,2021-03-14,00:03:41,PT1,TemperatureTooHigh
520,3,2021-03-25,00:02:26,PT2,TemperatureTooLow
386,3,2021-03-29,00:02:52,PT1,Ok
753,3,2021-03-15,00:03:19,PT1,Ok
191,3,2021-03-15,00:01:45,PT2,TemperatureTooLow
700,3,2021-03-05,00:03:31,PT2,Ok
599,3,2021-03-25,00:01:58,PT1,Ok
314,3,2021-03-24,00:03:37,PT2,Ok
195,3,2021-03-07,00:02:33,PT1,TemperatureTooHigh
559,3,2021-03-26,00:03:24,PT2,Ok
858,3,2021-03-12,00:03:08,PT1,Ok
512,3,2021-03-30,00:03:29,PT1,Ok
563,3,2021-03-08,00:01:46,PT2,36980781
1000,3,2021-03-26,00:01:19,PT2,TemperatureTooLow
709,3,2021-03-09,00:03:51,PT1,Ok
657,3,2021-03-03,00:01:18,PT1,TemperatureTooHigh
680,3,2021-03-29,00:03:13,PT1,TemperatureTooLow
339,3,2021-03-15,00:02:34,PT1,48946332
807,3,2021-03-15,00:01:38,PT2,Ok
211,3,2021-03-21,00:01:55,PT1,Ok
731,3,2021-03-14,00:01:27,PT1,
358,3,2021-03-03,00:02:31,PT2,TemperatureTooHigh
966,3,2021-03-08,00:03:16,PT2,Ok
592,3,2021-03-26,00:03:40,PT1,Ok
767,3,2021-03-25,00:02:29,PT1,Ok
742,3,2021-03-15,00:01:24,PT2,Ok
736,3,2021-03-06,00:03:07,PT1,TemperatureTooHigh
561,3,2021-03-21,00:02:10,PT2,Ok
497,3,2021-03-20,00:02:59,PT1,TemperatureTooLow
390,3,2021-03-03,00:01:50,PT1,Ok
373,3,2021-03-03,00:02:41,PT2,Ok
194,3,2021-03-09,00:01:57,PT2,TemperatureTooHigh
363,3,2021-03-27,00:02:09,PT1,Ok
719,3,2021-03-14,00:03:30,PT1,Ok
381,3,2021-03-13,00:01:43,PT1,Ok
927,3,2021-03-10,00:03:07,PT1,Ok
591,3,2021-03-05,00:02:46,PT2,TemperatureTooLow
540,3,2021-03-16,00:01:40,PT1,Ok
309,3,2021-03-05,00:02:50,PT1,TemperatureTooLow
236,3,2021-03-08,00:01:13,PT2,Ok
12,3,2021-03-27,00:02:48,PT2,Ok
934,3,2021-03-21,00:03:30,PT1,Ok
276,3,2021-03-12,00:01:33,PT2,Ok
793,3,2021-03-25,00:03:06,PT1,Ok
63,3,2021-03-12,00:02:53,PT2,
257,3,2021-03-26,00:02:19,PT1,Ok
588,3,2021-03-07,00:03:35,PT1,TemperatureTooLow
620,3,2021-03-17,00:02:13,PT1,Ok
528,3,2021-03-06,00:03:00,PT1,Ok
409,3,2021-03-15,00:02:19,PT2,Ok
811,3,2021-03-07,00:01:15,PT1,80843187
289,3,2021-03-20,00:03:04,PT1,Ok
138,3,2021-03-08,00:02:21,PT2,Ok
246,3,2021-03-02,00:02:16,PT2,
613,3,2021-03-11,00:01:28,PT2,Ok
440,3,2021-03-21,00:03:51,PT1,Ok
4,3,2021-03-02,00:02:15,PT2,Ok
560,3,2021-03-22,00:02:42,PT1,TemperatureTooLow
566,3,2021-03-18,00:03:12,PT2,TemperatureTooLow
147,3,2021-03-29,00:02:55,PT1,Ok
34,3,2021-03-26,00:02:37,PT1,
892,3,2021-03-04,00:03:30,PT2,
894,3,2021-03-26,00:01:58,PT2,TemperatureTooHigh
690,3,2021-03-14,00:03:56,PT2,TemperatureTooLow
13,3,2021-03-18,00:01:28,PT2,TemperatureTooHigh
476,3,2021-03-09,00:03:56,PT1,Ok
119,3,2021-03-23,00:02:13,PT2,Ok
157,3,2021-03-05,00:01:01,PT2,Ok
865,3,2021-03-07,00:01:27,PT2,TemperatureTooLow
149,3,2021-03-15,00:01:02,PT1,TemperatureTooLow
923,3,2021-03-21,00:01:00,PT2,Ok
872,3,2021-03-27,00:02:26,PT1,TemperatureTooLow
672,3,2021-03-24,00:01:35,PT1,Ok
425,3,2021-03-29,00:02:57,PT2,Ok
500,3,2021-03-22,00:02:02,PT1,TemperatureTooHigh
302,3,2021-03-11,00:03:02,PT1,
802,3,2021-03-17,00:03:39,PT2,Ok
490,3,2021-03-20,00:02:52,PT1,Ok
841,3,2021-03-06,00:02:27,PT2,Ok
454,3,2021-03-10,00:01:06,PT1,Ok
254,3,2021-03-08,00:01:27,PT1,Ok
747,3,2021-03-06,00:01:49,PT2,Ok
526,3,2021-03-08,00:01:22,PT1,Ok
8,3,2021-03-03,00:01:38,PT2,Ok
398,3,2021-03-15,00:02:52,PT2,Ok
744,3,2021-03-14,00:03:55,PT2,Ok
586,3,2021-03-28,00:03:10,PT1,Ok
483,3,2021-03-20,00:03:30,PT1,TemperatureTooLow
321,3,2021-03-22,00:03:03,PT1,TemperatureTooLow
173,3,2021-03-09,00:03:59,PT1,TemperatureTooLow
460,3,2021-03-29,00:02:33,PT2,TemperatureTooLow
900,3,2021-03-08,00:01:49,PT1,Ok
541,3,2021-03-12,00:02:04,PT2,Ok
258,3,2021-03-01,00:01:12,PT1,Ok
852,3,2021-03-21,00:02:54,PT1,TemperatureTooHigh
15,3,2021-03-29,00:03:19,PT2,Ok
196,3,2021-03-23,00:02:29,PT2,Ok
551,3,2021-03-23,00:03:11,PT2,Ok
306,3,2021-03-08,00:03:35,PT1,TemperatureTooHigh
683,3,2021-03-18,00:01:51,PT1,Ok
486,3,2021-03-15,00:02:15,PT1,Ok
549,3,2021-03-30,00:03:18,PT2,Ok
103,3,2021-03-08,00:02:03,PT2,Ok
713,3,2021-03-08,00:03:57,PT2,Ok
538,3,2021-03-07,00:01:05,PT2,Ok
752,3,2021-03-10,00:03:19,PT1,TemperatureTooHigh
